group,rollout,t,K,side,move,is_last
baseline[good=above],baseline/3,0,8,bad,toward_bad,False
baseline[good=above],baseline/3,1,8,bad,toward_good,False
baseline[good=above],baseline/3,2,8,bad,toward_bad,False
baseline[good=above],baseline/3,3,8,bad,toward_good,False
baseline[good=above],baseline/3,4,8,bad,toward_bad,False
baseline[good=above],baseline/3,5,8,bad,toward_bad,False
baseline[good=above],baseline/3,6,8,bad,toward_good,False
baseline[good=above],baseline/3,7,8,bad,,True
baseline[good=below],baseline/3,0,8,good,toward_good,False
baseline[good=below],baseline/3,1,8,good,toward_bad,False
baseline[good=below],baseline/3,2,8,good,toward_good,False
baseline[good=below],baseline/3,3,8,good,toward_bad,False
baseline[good=below],baseline/3,4,8,good,toward_good,False
baseline[good=below],baseline/3,5,8,good,toward_good,False
baseline[good=below],baseline/3,6,8,good,toward_bad,False
baseline[good=below],baseline/3,7,8,good,,True
baseline[good=above],baseline/4,0,3,good,toward_good,False
baseline[good=above],baseline/4,1,3,good,toward_bad,False
baseline[good=above],baseline/4,2,3,good,,True
baseline[good=below],baseline/4,0,3,bad,toward_bad,False
baseline[good=below],baseline/4,1,3,bad,toward_good,False
baseline[good=below],baseline/4,2,3,bad,,True
baseline[good=above],baseline/5,0,21,good,toward_good,False
baseline[good=above],baseline/5,1,21,good,toward_bad,False
baseline[good=above],baseline/5,2,21,good,toward_good,False
baseline[good=above],baseline/5,3,21,good,toward_bad,False
baseline[good=above],baseline/5,4,21,good,toward_good,False
baseline[good=above],baseline/5,5,21,good,toward_good,False
baseline[good=above],baseline/5,6,21,good,toward_good,False
baseline[good=above],baseline/5,7,21,good,toward_good,False
baseline[good=above],baseline/5,8,21,good,toward_bad,False
baseline[good=above],baseline/5,9,21,good,toward_good,False
baseline[good=above],baseline/5,10,21,good,toward_good,False
baseline[good=above],baseline/5,11,21,good,toward_bad,False
baseline[good=above],baseline/5,12,21,good,toward_bad,False
baseline[good=above],baseline/5,13,21,good,toward_good,False
baseline[good=above],baseline/5,14,21,good,toward_bad,False
baseline[good=above],baseline/5,15,21,good,toward_bad,False
baseline[good=above],baseline/5,16,21,good,toward_good,False
baseline[good=above],baseline/5,17,21,good,toward_bad,False
baseline[good=above],baseline/5,18,21,good,toward_good,False
baseline[good=above],baseline/5,19,21,good,toward_bad,False
baseline[good=above],baseline/5,20,21,good,,True
baseline[good=below],baseline/5,0,21,bad,toward_bad,False
baseline[good=below],baseline/5,1,21,bad,toward_good,False
baseline[good=below],baseline/5,2,21,bad,toward_bad,False
baseline[good=below],baseline/5,3,21,bad,toward_good,False
baseline[good=below],baseline/5,4,21,bad,toward_bad,False
baseline[good=below],baseline/5,5,21,bad,toward_bad,False
baseline[good=below],baseline/5,6,21,bad,toward_bad,False
baseline[good=below],baseline/5,7,21,bad,toward_bad,False
baseline[good=below],baseline/5,8,21,bad,toward_good,False
baseline[good=below],baseline/5,9,21,bad,toward_bad,False
baseline[good=below],baseline/5,10,21,bad,toward_bad,False
baseline[good=below],baseline/5,11,21,bad,toward_good,False
baseline[good=below],baseline/5,12,21,bad,toward_good,False
baseline[good=below],baseline/5,13,21,bad,toward_bad,False
baseline[good=below],baseline/5,14,21,bad,toward_good,False
baseline[good=below],baseline/5,15,21,bad,toward_good,False
baseline[good=below],baseline/5,16,21,bad,toward_bad,False
baseline[good=below],baseline/5,17,21,bad,toward_good,False
baseline[good=below],baseline/5,18,21,bad,toward_bad,False
baseline[good=below],baseline/5,19,21,bad,toward_good,False
baseline[good=below],baseline/5,20,21,bad,,True
baseline[good=above],baseline/6,0,14,good,toward_good,False
baseline[good=above],baseline/6,1,14,good,toward_good,False
baseline[good=above],baseline/6,2,14,good,toward_bad,False
baseline[good=above],baseline/6,3,14,good,toward_good,False
baseline[good=above],baseline/6,4,14,good,toward_bad,False
baseline[good=above],baseline/6,5,14,good,toward_good,False
baseline[good=above],baseline/6,6,14,good,toward_bad,False
baseline[good=above],baseline/6,7,14,good,toward_good,False
baseline[good=above],baseline/6,8,14,good,toward_good,False
baseline[good=above],baseline/6,9,14,good,toward_bad,False
baseline[good=above],baseline/6,10,14,good,toward_bad,False
baseline[good=above],baseline/6,11,14,good,toward_bad,False
baseline[good=above],baseline/6,12,14,good,toward_bad,False
baseline[good=above],baseline/6,13,14,good,,True
baseline[good=below],baseline/6,0,14,bad,toward_bad,False
baseline[good=below],baseline/6,1,14,bad,toward_bad,False
baseline[good=below],baseline/6,2,14,bad,toward_good,False
baseline[good=below],baseline/6,3,14,bad,toward_bad,False
baseline[good=below],baseline/6,4,14,bad,toward_good,False
baseline[good=below],baseline/6,5,14,bad,toward_bad,False
baseline[good=below],baseline/6,6,14,bad,toward_good,False
baseline[good=below],baseline/6,7,14,bad,toward_bad,False
baseline[good=below],baseline/6,8,14,bad,toward_bad,False
baseline[good=below],baseline/6,9,14,bad,toward_good,False
baseline[good=below],baseline/6,10,14,bad,toward_good,False
baseline[good=below],baseline/6,11,14,bad,toward_good,False
baseline[good=below],baseline/6,12,14,bad,toward_good,False
baseline[good=below],baseline/6,13,14,bad,,True
baseline[good=above],baseline/7,0,14,good,toward_bad,False
baseline[good=above],baseline/7,1,14,good,toward_bad,False
baseline[good=above],baseline/7,2,14,good,toward_good,False
baseline[good=above],baseline/7,3,14,good,toward_bad,False
baseline[good=above],baseline/7,4,14,good,toward_good,False
baseline[good=above],baseline/7,5,14,good,toward_bad,False
baseline[good=above],baseline/7,6,14,good,toward_good,False
baseline[good=above],baseline/7,7,14,good,toward_good,False
baseline[good=above],baseline/7,8,14,good,toward_good,False
baseline[good=above],baseline/7,9,14,good,toward_bad,False
baseline[good=above],baseline/7,10,14,good,toward_good,False
baseline[good=above],baseline/7,11,14,good,toward_bad,False
baseline[good=above],baseline/7,12,14,good,toward_good,False
baseline[good=above],baseline/7,13,14,good,,True
baseline[good=below],baseline/7,0,14,bad,toward_good,False
baseline[good=below],baseline/7,1,14,bad,toward_good,False
baseline[good=below],baseline/7,2,14,bad,toward_bad,False
baseline[good=below],baseline/7,3,14,bad,toward_good,False
baseline[good=below],baseline/7,4,14,bad,toward_bad,False
baseline[good=below],baseline/7,5,14,bad,toward_good,False
baseline[good=below],baseline/7,6,14,bad,toward_bad,False
baseline[good=below],baseline/7,7,14,bad,toward_bad,False
baseline[good=below],baseline/7,8,14,bad,toward_bad,False
baseline[good=below],baseline/7,9,14,bad,toward_good,False
baseline[good=below],baseline/7,10,14,bad,toward_bad,False
baseline[good=below],baseline/7,11,14,bad,toward_good,False
baseline[good=below],baseline/7,12,14,bad,toward_bad,False
baseline[good=below],baseline/7,13,14,bad,,True
baseline[good=above],baseline/9,0,17,good,toward_bad,False
baseline[good=above],baseline/9,1,17,good,toward_bad,False
baseline[good=above],baseline/9,2,17,good,toward_good,False
baseline[good=above],baseline/9,3,17,good,toward_bad,False
baseline[good=above],baseline/9,4,17,good,toward_bad,False
baseline[good=above],baseline/9,5,17,good,toward_good,False
baseline[good=above],baseline/9,6,17,good,toward_bad,False
baseline[good=above],baseline/9,7,17,good,toward_bad,False
baseline[good=above],baseline/9,8,17,good,toward_good,False
baseline[good=above],baseline/9,9,17,good,toward_bad,False
baseline[good=above],baseline/9,10,17,good,toward_good,False
baseline[good=above],baseline/9,11,17,good,toward_good,False
baseline[good=above],baseline/9,12,17,good,toward_bad,False
baseline[good=above],baseline/9,13,17,good,toward_good,False
baseline[good=above],baseline/9,14,17,good,toward_good,False
baseline[good=above],baseline/9,15,17,good,toward_bad,False
baseline[good=above],baseline/9,16,17,good,,True
baseline[good=below],baseline/9,0,17,bad,toward_good,False
baseline[good=below],baseline/9,1,17,bad,toward_good,False
baseline[good=below],baseline/9,2,17,bad,toward_bad,False
baseline[good=below],baseline/9,3,17,bad,toward_good,False
baseline[good=below],baseline/9,4,17,bad,toward_good,False
baseline[good=below],baseline/9,5,17,bad,toward_bad,False
baseline[good=below],baseline/9,6,17,bad,toward_good,False
baseline[good=below],baseline/9,7,17,bad,toward_good,False
baseline[good=below],baseline/9,8,17,bad,toward_bad,False
baseline[good=below],baseline/9,9,17,bad,toward_good,False
baseline[good=below],baseline/9,10,17,bad,toward_bad,False
baseline[good=below],baseline/9,11,17,bad,toward_bad,False
baseline[good=below],baseline/9,12,17,bad,toward_good,False
baseline[good=below],baseline/9,13,17,bad,toward_bad,False
baseline[good=below],baseline/9,14,17,bad,toward_bad,False
baseline[good=below],baseline/9,15,17,bad,toward_good,False
baseline[good=below],baseline/9,16,17,bad,,True
baseline[good=above],baseline/10,0,1,good,,True
baseline[good=below],baseline/10,0,1,bad,,True
baseline[good=above],baseline/11,0,1,bad,,True
baseline[good=below],baseline/11,0,1,good,,True
baseline[good=above],baseline/12,0,9,good,toward_bad,False
baseline[good=above],baseline/12,1,9,good,toward_bad,False
baseline[good=above],baseline/12,2,9,good,toward_bad,False
baseline[good=above],baseline/12,3,9,good,toward_good,False
baseline[good=above],baseline/12,4,9,good,toward_good,False
baseline[good=above],baseline/12,5,9,good,toward_bad,False
baseline[good=above],baseline/12,6,9,good,toward_bad,False
baseline[good=above],baseline/12,7,9,good,toward_good,False
baseline[good=above],baseline/12,8,9,good,,True
baseline[good=below],baseline/12,0,9,bad,toward_good,False
baseline[good=below],baseline/12,1,9,bad,toward_good,False
baseline[good=below],baseline/12,2,9,bad,toward_good,False
baseline[good=below],baseline/12,3,9,bad,toward_bad,False
baseline[good=below],baseline/12,4,9,bad,toward_bad,False
baseline[good=below],baseline/12,5,9,bad,toward_good,False
baseline[good=below],baseline/12,6,9,bad,toward_good,False
baseline[good=below],baseline/12,7,9,bad,toward_bad,False
baseline[good=below],baseline/12,8,9,bad,,True
baseline[good=above],baseline/13,0,14,good,toward_bad,False
baseline[good=above],baseline/13,1,14,good,toward_good,False
baseline[good=above],baseline/13,2,14,good,toward_bad,False
baseline[good=above],baseline/13,3,14,good,toward_bad,False
baseline[good=above],baseline/13,4,14,good,toward_good,False
baseline[good=above],baseline/13,5,14,good,toward_bad,False
baseline[good=above],baseline/13,6,14,good,toward_bad,False
baseline[good=above],baseline/13,7,14,good,toward_bad,False
baseline[good=above],baseline/13,8,14,good,toward_good,False
baseline[good=above],baseline/13,9,14,good,toward_bad,False
baseline[good=above],baseline/13,10,14,good,toward_good,False
baseline[good=above],baseline/13,11,14,good,toward_bad,False
baseline[good=above],baseline/13,12,14,good,same,False
baseline[good=above],baseline/13,13,14,good,,True
baseline[good=below],baseline/13,0,14,bad,toward_good,False
baseline[good=below],baseline/13,1,14,bad,toward_bad,False
baseline[good=below],baseline/13,2,14,bad,toward_good,False
baseline[good=below],baseline/13,3,14,bad,toward_good,False
baseline[good=below],baseline/13,4,14,bad,toward_bad,False
baseline[good=below],baseline/13,5,14,bad,toward_good,False
baseline[good=below],baseline/13,6,14,bad,toward_good,False
baseline[good=below],baseline/13,7,14,bad,toward_good,False
baseline[good=below],baseline/13,8,14,bad,toward_bad,False
baseline[good=below],baseline/13,9,14,bad,toward_good,False
baseline[good=below],baseline/13,10,14,bad,toward_bad,False
baseline[good=below],baseline/13,11,14,bad,toward_good,False
baseline[good=below],baseline/13,12,14,bad,same,False
baseline[good=below],baseline/13,13,14,bad,,True
baseline[good=above],baseline/15,0,11,bad,toward_bad,False
baseline[good=above],baseline/15,1,11,bad,toward_good,False
baseline[good=above],baseline/15,2,11,bad,toward_bad,False
baseline[good=above],baseline/15,3,11,bad,toward_bad,False
baseline[good=above],baseline/15,4,11,bad,toward_bad,False
baseline[good=above],baseline/15,5,11,bad,toward_good,False
baseline[good=above],baseline/15,6,11,bad,toward_bad,False
baseline[good=above],baseline/15,7,11,bad,toward_good,False
baseline[good=above],baseline/15,8,11,bad,toward_good,False
baseline[good=above],baseline/15,9,11,bad,toward_bad,False
baseline[good=above],baseline/15,10,11,bad,,True
baseline[good=below],baseline/15,0,11,good,toward_good,False
baseline[good=below],baseline/15,1,11,good,toward_bad,False
baseline[good=below],baseline/15,2,11,good,toward_good,False
baseline[good=below],baseline/15,3,11,good,toward_good,False
baseline[good=below],baseline/15,4,11,good,toward_good,False
baseline[good=below],baseline/15,5,11,good,toward_bad,False
baseline[good=below],baseline/15,6,11,good,toward_good,False
baseline[good=below],baseline/15,7,11,good,toward_bad,False
baseline[good=below],baseline/15,8,11,good,toward_bad,False
baseline[good=below],baseline/15,9,11,good,toward_good,False
baseline[good=below],baseline/15,10,11,good,,True
baseline[good=above],baseline/16,0,10,bad,toward_good,False
baseline[good=above],baseline/16,1,10,bad,toward_bad,False
baseline[good=above],baseline/16,2,10,bad,toward_good,False
baseline[good=above],baseline/16,3,10,bad,toward_good,False
baseline[good=above],baseline/16,4,10,bad,toward_bad,False
baseline[good=above],baseline/16,5,10,bad,toward_good,False
baseline[good=above],baseline/16,6,10,bad,toward_bad,False
baseline[good=above],baseline/16,7,10,bad,toward_good,False
baseline[good=above],baseline/16,8,10,bad,toward_good,False
baseline[good=above],baseline/16,9,10,bad,,True
baseline[good=below],baseline/16,0,10,good,toward_bad,False
baseline[good=below],baseline/16,1,10,good,toward_good,False
baseline[good=below],baseline/16,2,10,good,toward_bad,False
baseline[good=below],baseline/16,3,10,good,toward_bad,False
baseline[good=below],baseline/16,4,10,good,toward_good,False
baseline[good=below],baseline/16,5,10,good,toward_bad,False
baseline[good=below],baseline/16,6,10,good,toward_good,False
baseline[good=below],baseline/16,7,10,good,toward_bad,False
baseline[good=below],baseline/16,8,10,good,toward_bad,False
baseline[good=below],baseline/16,9,10,good,,True
baseline[good=above],baseline/17,0,1,good,,True
baseline[good=below],baseline/17,0,1,bad,,True
baseline[good=above],baseline/18,0,30,good,toward_bad,False
baseline[good=above],baseline/18,1,30,good,toward_good,False
baseline[good=above],baseline/18,2,30,good,toward_bad,False
baseline[good=above],baseline/18,3,30,good,toward_bad,False
baseline[good=above],baseline/18,4,30,good,toward_good,False
baseline[good=above],baseline/18,5,30,good,toward_bad,False
baseline[good=above],baseline/18,6,30,good,toward_bad,False
baseline[good=above],baseline/18,7,30,good,toward_good,False
baseline[good=above],baseline/18,8,30,good,toward_bad,False
baseline[good=above],baseline/18,9,30,good,toward_bad,False
baseline[good=above],baseline/18,10,30,good,toward_good,False
baseline[good=above],baseline/18,11,30,good,toward_bad,False
baseline[good=above],baseline/18,12,30,good,toward_bad,False
baseline[good=above],baseline/18,13,30,good,toward_bad,False
baseline[good=above],baseline/18,14,30,good,toward_bad,False
baseline[good=above],baseline/18,15,30,good,toward_good,False
baseline[good=above],baseline/18,16,30,good,toward_bad,False
baseline[good=above],baseline/18,17,30,good,toward_good,False
baseline[good=above],baseline/18,18,30,good,toward_bad,False
baseline[good=above],baseline/18,19,30,good,toward_bad,False
baseline[good=above],baseline/18,20,30,good,toward_bad,False
baseline[good=above],baseline/18,21,30,good,toward_good,False
baseline[good=above],baseline/18,22,30,good,toward_bad,False
baseline[good=above],baseline/18,23,30,good,same,False
baseline[good=above],baseline/18,24,30,good,toward_good,False
baseline[good=above],baseline/18,25,30,good,toward_bad,False
baseline[good=above],baseline/18,26,30,good,toward_bad,False
baseline[good=above],baseline/18,27,30,good,toward_good,False
baseline[good=above],baseline/18,28,30,good,same,False
baseline[good=above],baseline/18,29,30,good,,True
baseline[good=below],baseline/18,0,30,bad,toward_good,False
baseline[good=below],baseline/18,1,30,bad,toward_bad,False
baseline[good=below],baseline/18,2,30,bad,toward_good,False
baseline[good=below],baseline/18,3,30,bad,toward_good,False
baseline[good=below],baseline/18,4,30,bad,toward_bad,False
baseline[good=below],baseline/18,5,30,bad,toward_good,False
baseline[good=below],baseline/18,6,30,bad,toward_good,False
baseline[good=below],baseline/18,7,30,bad,toward_bad,False
baseline[good=below],baseline/18,8,30,bad,toward_good,False
baseline[good=below],baseline/18,9,30,bad,toward_good,False
baseline[good=below],baseline/18,10,30,bad,toward_bad,False
baseline[good=below],baseline/18,11,30,bad,toward_good,False
baseline[good=below],baseline/18,12,30,bad,toward_good,False
baseline[good=below],baseline/18,13,30,bad,toward_good,False
baseline[good=below],baseline/18,14,30,bad,toward_good,False
baseline[good=below],baseline/18,15,30,bad,toward_bad,False
baseline[good=below],baseline/18,16,30,bad,toward_good,False
baseline[good=below],baseline/18,17,30,bad,toward_bad,False
baseline[good=below],baseline/18,18,30,bad,toward_good,False
baseline[good=below],baseline/18,19,30,bad,toward_good,False
baseline[good=below],baseline/18,20,30,bad,toward_good,False
baseline[good=below],baseline/18,21,30,bad,toward_bad,False
baseline[good=below],baseline/18,22,30,bad,toward_good,False
baseline[good=below],baseline/18,23,30,bad,same,False
baseline[good=below],baseline/18,24,30,bad,toward_bad,False
baseline[good=below],baseline/18,25,30,bad,toward_good,False
baseline[good=below],baseline/18,26,30,bad,toward_good,False
baseline[good=below],baseline/18,27,30,bad,toward_bad,False
baseline[good=below],baseline/18,28,30,bad,same,False
baseline[good=below],baseline/18,29,30,bad,,True
baseline[good=above],baseline/19,0,11,good,toward_good,False
baseline[good=above],baseline/19,1,11,good,toward_bad,False
baseline[good=above],baseline/19,2,11,good,toward_bad,False
baseline[good=above],baseline/19,3,11,good,toward_bad,False
baseline[good=above],baseline/19,4,11,good,toward_bad,False
baseline[good=above],baseline/19,5,11,good,toward_good,False
baseline[good=above],baseline/19,6,11,good,toward_good,False
baseline[good=above],baseline/19,7,11,good,toward_bad,False
baseline[good=above],baseline/19,8,11,good,toward_bad,False
baseline[good=above],baseline/19,9,11,good,toward_good,False
baseline[good=above],baseline/19,10,11,good,,True
baseline[good=below],baseline/19,0,11,bad,toward_bad,False
baseline[good=below],baseline/19,1,11,bad,toward_good,False
baseline[good=below],baseline/19,2,11,bad,toward_good,False
baseline[good=below],baseline/19,3,11,bad,toward_good,False
baseline[good=below],baseline/19,4,11,bad,toward_good,False
baseline[good=below],baseline/19,5,11,bad,toward_bad,False
baseline[good=below],baseline/19,6,11,bad,toward_bad,False
baseline[good=below],baseline/19,7,11,bad,toward_good,False
baseline[good=below],baseline/19,8,11,bad,toward_good,False
baseline[good=below],baseline/19,9,11,bad,toward_bad,False
baseline[good=below],baseline/19,10,11,bad,,True
baseline[good=above],baseline/20,0,13,bad,toward_good,False
baseline[good=above],baseline/20,1,13,bad,toward_bad,False
baseline[good=above],baseline/20,2,13,bad,toward_good,False
baseline[good=above],baseline/20,3,13,bad,toward_bad,False
baseline[good=above],baseline/20,4,13,bad,toward_bad,False
baseline[good=above],baseline/20,5,13,bad,toward_bad,False
baseline[good=above],baseline/20,6,13,bad,toward_good,False
baseline[good=above],baseline/20,7,13,bad,toward_good,False
baseline[good=above],baseline/20,8,13,bad,toward_good,False
baseline[good=above],baseline/20,9,13,bad,toward_bad,False
baseline[good=above],baseline/20,10,13,bad,toward_bad,False
baseline[good=above],baseline/20,11,13,bad,toward_good,False
baseline[good=above],baseline/20,12,13,bad,,True
baseline[good=below],baseline/20,0,13,good,toward_bad,False
baseline[good=below],baseline/20,1,13,good,toward_good,False
baseline[good=below],baseline/20,2,13,good,toward_bad,False
baseline[good=below],baseline/20,3,13,good,toward_good,False
baseline[good=below],baseline/20,4,13,good,toward_good,False
baseline[good=below],baseline/20,5,13,good,toward_good,False
baseline[good=below],baseline/20,6,13,good,toward_bad,False
baseline[good=below],baseline/20,7,13,good,toward_bad,False
baseline[good=below],baseline/20,8,13,good,toward_bad,False
baseline[good=below],baseline/20,9,13,good,toward_good,False
baseline[good=below],baseline/20,10,13,good,toward_good,False
baseline[good=below],baseline/20,11,13,good,toward_bad,False
baseline[good=below],baseline/20,12,13,good,,True
baseline[good=above],baseline/21,0,8,good,toward_good,False
baseline[good=above],baseline/21,1,8,good,toward_bad,False
baseline[good=above],baseline/21,2,8,good,toward_good,False
baseline[good=above],baseline/21,3,8,good,toward_bad,False
baseline[good=above],baseline/21,4,8,good,toward_bad,False
baseline[good=above],baseline/21,5,8,good,toward_bad,False
baseline[good=above],baseline/21,6,8,good,toward_good,False
baseline[good=above],baseline/21,7,8,good,,True
baseline[good=below],baseline/21,0,8,bad,toward_bad,False
baseline[good=below],baseline/21,1,8,bad,toward_good,False
baseline[good=below],baseline/21,2,8,bad,toward_bad,False
baseline[good=below],baseline/21,3,8,bad,toward_good,False
baseline[good=below],baseline/21,4,8,bad,toward_good,False
baseline[good=below],baseline/21,5,8,bad,toward_good,False
baseline[good=below],baseline/21,6,8,bad,toward_bad,False
baseline[good=below],baseline/21,7,8,bad,,True
baseline[good=above],baseline/22,0,16,good,toward_bad,False
baseline[good=above],baseline/22,1,16,good,toward_bad,False
baseline[good=above],baseline/22,2,16,good,toward_bad,False
baseline[good=above],baseline/22,3,16,good,toward_good,False
baseline[good=above],baseline/22,4,16,good,toward_bad,False
baseline[good=above],baseline/22,5,16,good,toward_bad,False
baseline[good=above],baseline/22,6,16,good,toward_good,False
baseline[good=above],baseline/22,7,16,good,toward_bad,False
baseline[good=above],baseline/22,8,16,good,toward_good,False
baseline[good=above],baseline/22,9,16,good,toward_bad,False
baseline[good=above],baseline/22,10,16,good,toward_good,False
baseline[good=above],baseline/22,11,16,good,toward_good,False
baseline[good=above],baseline/22,12,16,good,toward_bad,False
baseline[good=above],baseline/22,13,16,good,toward_good,False
baseline[good=above],baseline/22,14,16,good,toward_bad,False
baseline[good=above],baseline/22,15,16,good,,True
baseline[good=below],baseline/22,0,16,bad,toward_good,False
baseline[good=below],baseline/22,1,16,bad,toward_good,False
baseline[good=below],baseline/22,2,16,bad,toward_good,False
baseline[good=below],baseline/22,3,16,bad,toward_bad,False
baseline[good=below],baseline/22,4,16,bad,toward_good,False
baseline[good=below],baseline/22,5,16,bad,toward_good,False
baseline[good=below],baseline/22,6,16,bad,toward_bad,False
baseline[good=below],baseline/22,7,16,bad,toward_good,False
baseline[good=below],baseline/22,8,16,bad,toward_bad,False
baseline[good=below],baseline/22,9,16,bad,toward_good,False
baseline[good=below],baseline/22,10,16,bad,toward_bad,False
baseline[good=below],baseline/22,11,16,bad,toward_bad,False
baseline[good=below],baseline/22,12,16,bad,toward_good,False
baseline[good=below],baseline/22,13,16,bad,toward_bad,False
baseline[good=below],baseline/22,14,16,bad,toward_good,False
baseline[good=below],baseline/22,15,16,bad,,True
baseline[good=above],baseline/23,0,15,bad,toward_good,False
baseline[good=above],baseline/23,1,15,bad,toward_good,False
baseline[good=above],baseline/23,2,15,bad,toward_good,False
baseline[good=above],baseline/23,3,15,bad,toward_bad,False
baseline[good=above],baseline/23,4,15,bad,toward_bad,False
baseline[good=above],baseline/23,5,15,bad,toward_bad,False
baseline[good=above],baseline/23,6,15,bad,toward_bad,False
baseline[good=above],baseline/23,7,15,bad,toward_bad,False
baseline[good=above],baseline/23,8,15,bad,toward_bad,False
baseline[good=above],baseline/23,9,15,bad,toward_good,False
baseline[good=above],baseline/23,10,15,bad,toward_bad,False
baseline[good=above],baseline/23,11,15,bad,toward_good,False
baseline[good=above],baseline/23,12,15,bad,toward_good,False
baseline[good=above],baseline/23,13,15,bad,toward_bad,False
baseline[good=above],baseline/23,14,15,bad,,True
baseline[good=below],baseline/23,0,15,good,toward_bad,False
baseline[good=below],baseline/23,1,15,good,toward_bad,False
baseline[good=below],baseline/23,2,15,good,toward_bad,False
baseline[good=below],baseline/23,3,15,good,toward_good,False
baseline[good=below],baseline/23,4,15,good,toward_good,False
baseline[good=below],baseline/23,5,15,good,toward_good,False
baseline[good=below],baseline/23,6,15,good,toward_good,False
baseline[good=below],baseline/23,7,15,good,toward_good,False
baseline[good=below],baseline/23,8,15,good,toward_good,False
baseline[good=below],baseline/23,9,15,good,toward_bad,False
baseline[good=below],baseline/23,10,15,good,toward_good,False
baseline[good=below],baseline/23,11,15,good,toward_bad,False
baseline[good=below],baseline/23,12,15,good,toward_bad,False
baseline[good=below],baseline/23,13,15,good,toward_good,False
baseline[good=below],baseline/23,14,15,good,,True
baseline[good=above],baseline/24,0,17,good,toward_bad,False
baseline[good=above],baseline/24,1,17,good,toward_good,False
baseline[good=above],baseline/24,2,17,good,toward_bad,False
baseline[good=above],baseline/24,3,17,good,toward_good,False
baseline[good=above],baseline/24,4,17,good,toward_bad,False
baseline[good=above],baseline/24,5,17,good,toward_good,False
baseline[good=above],baseline/24,6,17,good,toward_good,False
baseline[good=above],baseline/24,7,17,good,toward_good,False
