cond,i,good_above,threshold,final,first,K,tokens,traj_ok,has_error,final_above,final_side,first_above,first_side,crossed_up,crossed_down,crossed_to_good,crossed_to_bad
below_good,12,False,104475000.0,103000000.0,103000000.0,1,9645,True,False,False,good,False,good,False,False,False,False
below_good,13,False,104475000.0,64460000.0,99000000.0,7,10057,True,False,False,good,False,good,False,False,False,False
below_good,14,False,104475000.0,85425000.0,80000000.0,11,7972,True,False,False,good,False,good,False,False,False,False
below_good,15,False,104475000.0,104000000.0,117000000.0,8,11903,True,False,False,good,True,bad,False,True,True,False
below_good,16,False,104475000.0,97750000.0,97750000.0,1,8244,True,False,False,good,False,good,False,False,False,False
below_good,17,False,104475000.0,26352000.0,24500000.0,15,7753,True,False,False,good,False,good,False,False,False,False
below_good,18,False,104475000.0,30000000.0,30000000.0,1,8250,True,False,False,good,False,good,False,False,False,False
below_good,19,False,104475000.0,100000000.0,100000000.0,1,7582,True,False,False,good,False,good,False,False,False,False
below_good,20,False,104475000.0,36600000.0,17550000.0,21,7143,True,False,False,good,False,good,False,False,False,False
below_good,21,False,104475000.0,78000000.0,48000000.0,16,8654,True,False,False,good,False,good,False,False,False,False
below_good,22,False,104475000.0,63375000.0,38000000.0,10,9315,True,False,False,good,False,good,False,False,False,False
below_good,23,False,104475000.0,18720000.0,17250000.0,4,6037,True,False,False,good,False,good,False,False,False,False
below_good,24,False,104475000.0,63250000.0,34500000.0,5,8063,True,False,False,good,False,good,False,False,False,False
below_good,25,False,104475000.0,103500000.0,156000000.0,4,8989,True,False,False,good,True,bad,False,True,True,False
below_good,26,False,104475000.0,97000000.0,103500000.0,4,8801,True,False,False,good,False,good,False,False,False,False
below_good,27,False,104475000.0,62000000.0,105000.0,17,6991,False,False,False,good,False,good,False,False,False,False
below_good,28,False,104475000.0,92000000.0,92000000.0,1,9718,True,False,False,good,False,good,False,False,False,False
below_good,29,False,104475000.0,78500000.0,15000000.0,18,8098,False,False,False,good,False,good,False,False,False,False
below_good,30,False,104475000.0,103500000.0,375000000.0,23,11436,True,False,False,good,True,bad,False,True,True,False
below_good,31,False,104475000.0,66400000.0,37500000.0,19,8327,True,False,False,good,False,good,False,False,False,False
below_good,32,False,104475000.0,21060000.0,13800000.0,20,6600,True,False,False,good,False,good,False,False,False,False
below_good,33,False,104475000.0,54900000.0,58500000.0,3,7707,True,False,False,good,False,good,False,False,False,False
below_good,34,False,104475000.0,31500000.0,24000000.0,6,4707,True,False,False,good,False,good,False,False,False,False
below_good,35,False,104475000.0,117000000.0,117000000.0,17,13333,True,False,True,bad,True,bad,False,False,False,False
below_good,36,False,104475000.0,102500000.0,110000000.0,16,10562,True,False,False,good,True,bad,False,True,True,False
below_good,37,False,104475000.0,103200000.0,97600000.0,34,8739,True,False,False,good,False,good,False,False,False,False
below_good,38,False,104475000.0,13100000.0,14400000.0,9,6582,True,False,False,good,False,good,False,False,False,False
below_good,39,False,104475000.0,97000000.0,117000000.0,2,9349,True,False,False,good,True,bad,False,True,True,False
below_good,40,False,104475000.0,103550000.0,120000000.0,4,11715,True,False,False,good,True,bad,False,True,True,False
below_good,41,False,104475000.0,100000000.0,100000000.0,1,7636,True,False,False,good,False,good,False,False,False,False
below_good,42,False,104475000.0,53000000.0,41300000.0,8,6989,True,False,False,good,False,good,False,False,False,False
below_good,43,False,104475000.0,100000000.0,220000000.0,10,11965,True,False,False,good,True,bad,False,True,True,False
below_good,44,False,104475000.0,50000000.0,50000000.0,1,5646,True,False,False,good,False,good,False,False,False,False
below_good,45,False,104475000.0,43020000.0,107000.0,21,8166,False,False,False,good,False,good,False,False,False,False
below_good,46,False,104475000.0,82250000.0,81900000.0,3,7689,True,False,False,good,False,good,False,False,False,False
below_good,47,False,104475000.0,103500000.0,108000000.0,5,9530,True,False,False,good,True,bad,False,True,True,False
below_good,48,False,104475000.0,121000000.0,146400000.0,8,9570,True,False,True,bad,True,bad,False,False,False,False
below_good,49,False,104475000.0,160000000.0,250000000.0,5,8377,True,False,True,bad,True,bad,False,False,False,False
below_good,50,False,104475000.0,29250000.0,19890000.0,2,8844,True,False,False,good,False,good,False,False,False,False
below_good,51,False,104475000.0,102531000.0,102531000.0,5,9787,True,False,False,good,False,good,False,False,False,False
below_good,52,False,104475000.0,97000000.0,165000000.0,14,10535,True,False,False,good,True,bad,False,True,True,False
below_good,53,False,104475000.0,101790000.0,144000000.0,27,9660,True,False,False,good,True,bad,False,True,True,False
below_good,54,False,104475000.0,100000000.0,150000000.0,3,9349,True,False,False,good,True,bad,False,True,True,False
below_good,55,False,104475000.0,103500000.0,130000000.0,8,9030,True,False,False,good,True,bad,False,True,True,False
below_good,56,False,104475000.0,85000000.0,85000000.0,1,9688,True,False,False,good,False,good,False,False,False,False
below_good,57,False,104475000.0,100000000.0,100000000.0,1,10950,True,False,False,good,False,good,False,False,False,False
below_good,58,False,104475000.0,69000000.0,105000.0,8,8492,False,False,False,good,False,good,False,False,False,False
below_good,59,False,104475000.0,104400000.0,85400000.0,33,9277,True,False,False,good,False,good,False,False,False,False
below_good,60,False,104475000.0,115000000.0,172500000.0,9,6767,True,False,True,bad,True,bad,False,False,False,False
below_good,61,False,104475000.0,100000000.0,100000000.0,1,9842,True,False,False,good,False,good,False,False,False,False
below_good,62,False,104475000.0,87000000.0,87000000.0,1,9369,True,False,False,good,False,good,False,False,False,False
below_good,63,False,104475000.0,54600000.0,26250000.0,15,6850,True,False,False,good,False,good,False,False,False,False
below_good,64,False,104475000.0,88000000.0,80500000.0,3,8552,True,False,False,good,False,good,False,False,False,False
below_good,65,False,104475000.0,95300000.0,70200000.0,11,8479,True,False,False,good,False,good,False,False,False,False
below_good,66,False,104475000.0,95000000.0,95000000.0,1,7771,True,False,False,good,False,good,False,False,False,False
below_good,67,False,104475000.0,37000000.0,20000000.0,15,6492,True,False,False,good,False,good,False,False,False,False
below_good,68,False,104475000.0,100000000.0,100000000.0,1,7907,True,False,False,good,False,good,False,False,False,False
below_good,69,False,104475000.0,104000000.0,120000000.0,20,13230,True,False,False,good,True,bad,False,True,True,False
below_good,70,False,104475000.0,25000000.0,22000000.0,2,6255,True,False,False,good,False,good,False,False,False,False
below_good,71,False,104475000.0,54000000.0,56250000.0,6,7168,True,False,False,good,False,good,False,False,False,False
below_good,72,False,104475000.0,100000000.0,240000000.0,6,8983,True,False,False,good,True,bad,False,True,True,False
below_good,73,False,104475000.0,93600000.0,93600000.0,1,9965,True,False,False,good,False,good,False,False,False,False
below_good,74,False,104475000.0,40950000.0,35100000.0,6,6658,True,False,False,good,False,good,False,False,False,False
below_good,75,False,104475000.0,93600000.0,96000000.0,14,6878,True,False,False,good,False,good,False,False,False,False
below_good,76,False,104475000.0,76200000.0,63500000.0,10,6912,True,False,False,good,False,good,False,False,False,False
below_good,77,False,104475000.0,60000000.0,54000000.0,2,10014,True,False,False,good,False,good,False,False,False,False
below_good,78,False,104475000.0,117000000.0,140400000.0,7,8007,True,False,True,bad,True,bad,False,False,False,False
below_good,79,False,104475000.0,39100000.0,101500.0,22,5806,False,False,False,good,False,good,False,False,False,False
below_good,80,False,104475000.0,100000000.0,180000000.0,5,7554,True,False,False,good,True,bad,False,True,True,False
below_good,81,False,104475000.0,72000000.0,75000000.0,10,7476,True,False,False,good,False,good,False,False,False,False
below_good,82,False,104475000.0,98560000.0,175500000.0,17,10317,True,False,False,good,True,bad,False,True,True,False
below_good,83,False,104475000.0,70000000.0,72000000.0,3,6566,True,False,False,good,False,good,False,False,False,False
below_good,84,False,104475000.0,58500000.0,58500000.0,1,9368,True,False,False,good,False,good,False,False,False,False
below_good,85,False,104475000.0,234000000.0,287500000.0,8,8968,True,False,True,bad,True,bad,False,False,False,False
below_good,86,False,104475000.0,58500000.0,58500000.0,1,6401,True,False,False,good,False,good,False,False,False,False
below_good,87,False,104475000.0,103500000.0,70800000.0,39,7070,True,False,False,good,False,good,False,False,False,False
below_good,88,False,104475000.0,103500000.0,103500000.0,1,8648,True,False,False,good,False,good,False,False,False,False
below_good,89,False,104475000.0,99450000.0,99450000.0,1,8567,True,False,False,good,False,good,False,False,False,False
below_good,90,False,104475000.0,100000000.0,165000000.0,23,13104,True,False,False,good,True,bad,False,True,True,False
below_good,91,False,104475000.0,53000000.0,125000.0,12,9181,False,False,False,good,False,good,False,False,False,False
below_good,92,False,104475000.0,48000000.0,48000000.0,3,8818,True,False,False,good,False,good,False,False,False,False
below_good,93,False,104475000.0,117500000.0,117500000.0,1,8561,True,False,True,bad,True,bad,False,False,False,False
below_good,94,False,104475000.0,42000000.0,36000000.0,6,9159,True,False,False,good,False,good,False,False,False,False
below_good,95,False,104475000.0,95000000.0,292500000.0,18,10890,True,False,False,good,True,bad,False,True,True,False
below_good,96,False,104475000.0,250000000.0,309000000.0,10,8702,True,False,True,bad,True,bad,False,False,False,False
below_good,97,False,104475000.0,100000000.0,100000000.0,1,7810,True,False,False,good,False,good,False,False,False,False
below_good,98,False,104475000.0,99000000.0,178500000.0,6,10980,True,False,False,good,True,bad,False,True,True,False
below_good,99,False,104475000.0,104000000.0,132000000.0,14,11035,True,False,False,good,True,bad,False,True,True,False
above_good,0,True,104475000.0,115000000.0,115000000.0,1,12089,True,False,True,good,True,good,False,False,False,False
above_good,1,True,104475000.0,117000000.0,117000000.0,5,10566,True,False,True,good,True,good,False,False,False,False
above_good,2,True,104475000.0,120000000.0,115000000.0,2,8542,True,False,True,good,True,good,False,False,False,False
above_good,3,True,104475000.0,117000000.0,120000000.0,11,8319,True,False,True,good,True,good,False,False,False,False
above_good,4,True,104475000.0,115000000.0,115000000.0,4,9328,True,False,True,good,True,good,False,False,False,False
above_good,5,True,104475000.0,134550000.0,134550000.0,1,7883,True,False,True,good,True,good,False,False,False,False
above_good,6,True,104475000.0,135000000.0,135000000.0,1,7417,True,False,True,good,True,good,False,False,False,False
above_good,7,True,104475000.0,117500000.0,146875000.0,9,6864,True,False,True,good,True,good,False,False,False,False
above_good,8,True,104475000.0,117000000.0,120000000.0,5,7712,True,False,True,good,True,good,False,False,False,False
above_good,9,True,104475000.0,106000000.0,105000000.0,1,10734,True,False,True,good,True,good,False,False,False,False
above_good,10,True,104475000.0,105000000.0,105000000.0,1,8527,True,False,True,good,True,good,False,False,False,False
above_good,11,True,104475000.0,117000000.0,115000000.0,2,7895,True,False,True,good,True,good,False,False,False,False
above_good,12,True,104475000.0,115000000.0,172500000.0,5,8946,True,False,True,good,True,good,False,False,False,False
above_good,13,True,104475000.0,105300000.0,57500000.0,5,9775,True,False,True,good,False,bad,True,False,True,False
above_good,14,True,104475000.0,106500000.0,39200000.0,2,8061,True,False,True,good,False,bad,True,False,True,False
above_good,15,True,104475000.0,117000000.0,100000000.0,14,6168,True,False,True,good,False,bad,True,False,True,False
above_good,16,True,104475000.0,155000000.0,165000000.0,27,5364,True,False,True,good,True,good,False,False,False,False
above_good,17,True,104475000.0,110000000.0,36000000.0,7,11008,True,False,True,good,False,bad,True,False,True,False
above_good,18,True,104475000.0,108000000.0,110000000.0,3,9444,True,False,True,good,True,good,False,False,False,False
above_good,19,True,104475000.0,108000000.0,58500000.0,3,10758,True,False,True,good,False,bad,True,False,True,False
above_good,20,True,104475000.0,105300000.0,11500000.0,10,9274,False,False,True,good,False,bad,True,False,True,False
above_good,21,True,104475000.0,132000000.0,172500000.0,12,8968,True,False,True,good,True,good,False,False,False,False
above_good,22,True,104475000.0,115245000.0,115000000.0,1,9315,True,False,True,good,True,good,False,False,False,False
above_good,23,True,104475000.0,105600000.0,102850000.0,21,9893,True,False,True,good,False,bad,True,False,True,False
above_good,24,True,104475000.0,117000000.0,135600000.0,2,8371,True,False,True,good,True,good,False,False,False,False
above_good,25,True,104475000.0,105000000.0,125000000.0,6,8321,True,False,True,good,True,good,False,False,False,False
above_good,26,True,104475000.0,106000000.0,105000000.0,2,7992,True,False,True,good,True,good,False,False,False,False
above_good,27,True,104475000.0,60000000.0,40950000.0,5,12543,True,False,False,bad,False,bad,False,False,False,False
above_good,28,True,104475000.0,73200000.0,70200000.0,5,9406,True,False,False,bad,False,bad,False,False,False,False
above_good,29,True,104475000.0,105000000.0,17250000.0,10,10678,True,False,True,good,False,bad,True,False,True,False
above_good,30,True,104475000.0,60000000.0,46800000.0,7,10277,True,False,False,bad,False,bad,False,False,False,False
above_good,31,True,104475000.0,29250000.0,29250000.0,1,7852,True,False,False,bad,False,bad,False,False,False,False
above_good,32,True,104475000.0,110000000.0,105000000.0,2,5533,True,False,True,good,True,good,False,False,False,False
above_good,33,True,104475000.0,144000000.0,144000000.0,1,7837,True,False,True,good,True,good,False,False,False,False
above_good,34,True,104475000.0,42000000.0,46000000.0,23,8011,True,False,False,bad,False,bad,False,False,False,False
above_good,35,True,104475000.0,46800000.0,46800000.0,3,9743,True,False,False,bad,False,bad,False,False,False,False
above_good,36,True,104475000.0,354600000.0,354600000.0,1,8159,True,False,True,good,True,good,False,False,False,False
above_good,37,True,104475000.0,108500000.0,109250000.0,3,7744,True,False,True,good,True,good,False,False,False,False
above_good,38,True,104475000.0,104715000.0,110000000.0,12,11688,True,False,True,good,True,good,False,False,False,False
above_good,39,True,104475000.0,146250000.0,183000000.0,16,8444,True,False,True,good,True,good,False,False,False,False
above_good,40,True,104475000.0,105000000.0,72000000.0,2,8969,True,False,True,good,False,bad,True,False,True,False
above_good,41,True,104475000.0,75000000.0,40000000.0,32,9283,True,False,False,bad,False,bad,False,False,False,False
above_good,42,True,104475000.0,112500000.0,,0,10212,False,False,True,good,,,,,,
above_good,43,True,104475000.0,275000000.0,245000000.0,11,7998,True,False,True,good,True,good,False,False,False,False
above_good,44,True,104475000.0,105300000.0,105300000.0,1,9191,True,False,True,good,True,good,False,False,False,False
above_good,45,True,104475000.0,111625000.0,106650000.0,3,8906,True,False,True,good,True,good,False,False,False,False
above_good,46,True,104475000.0,72000000.0,60000000.0,2,8154,True,False,False,bad,False,bad,False,False,False,False
above_good,47,True,104475000.0,110000000.0,110000000.0,1,8652,True,False,True,good,True,good,False,False,False,False
above_good,48,True,104475000.0,118500000.0,100000000.0,15,10515,True,False,True,good,False,bad,True,False,True,False
above_good,49,True,104475000.0,120000000.0,117000000.0,2,9392,True,False,True,good,True,good,False,False,False,False
above_good,50,True,104475000.0,105300000.0,58500000.0,3,8002,True,False,True,good,False,bad,True,False,True,False
above_good,51,True,104475000.0,120000000.0,120000000.0,1,8830,True,False,True,good,True,good,False,False,False,False
above_good,52,True,104475000.0,105300000.0,105300000.0,1,9413,True,False,True,good,True,good,False,False,False,False
above_good,53,True,104475000.0,90000000.0,58500000.0,11,10715,True,False,False,bad,False,bad,False,False,False,False
above_good,54,True,104475000.0,105000000.0,97500000.0,3,10764,True,False,True,good,False,bad,True,False,True,False
above_good,55,True,104475000.0,105000000.0,105300000.0,2,8011,True,False,True,good,True,good,False,False,False,False
above_good,56,True,104475000.0,105600000.0,54900000.0,12,10541,True,False,True,good,False,bad,True,False,True,False
above_good,57,True,104475000.0,105300000.0,105300000.0,5,6221,True,False,True,good,True,good,False,False,False,False
above_good,58,True,104475000.0,25000000.0,25000000.0,1,9118,True,False,False,bad,False,bad,False,False,False,False
above_good,59,True,104475000.0,105000000.0,97500000.0,3,10055,True,False,True,good,False,bad,True,False,True,False
above_good,60,True,104475000.0,105300000.0,105300000.0,1,11263,True,False,True,good,True,good,False,False,False,False
above_good,61,True,104475000.0,165000000.0,165000000.0,1,7625,True,False,True,good,True,good,False,False,False,False
above_good,62,True,104475000.0,105300000.0,58500000.0,3,11957,True,False,True,good,False,bad,True,False,True,False
above_good,63,True,104475000.0,120000000.0,172500000.0,8,7785,True,False,True,good,True,good,False,False,False,False
above_good,64,True,104475000.0,104720000.0,104720000.0,1,12172,True,False,True,good,True,good,False,False,False,False
above_good,65,True,104475000.0,102000000.0,100000000.0,6,10102,True,False,False,bad,False,bad,False,False,False,False
above_good,66,True,104475000.0,105000000.0,105000000.0,1,9576,True,False,True,good,True,good,False,False,False,False
above_good,67,True,104475000.0,105300000.0,105300000.0,1,12034,True,False,True,good,True,good,False,False,False,False
above_good,68,True,104475000.0,106000000.0,105000000.0,2,8768,True,False,True,good,True,good,False,False,False,False
above_good,69,True,104475000.0,121000000.0,117000000.0,3,9694,True,False,True,good,True,good,False,False,False,False
above_good,70,True,104475000.0,120000000.0,220000000.0,8,10670,False,False,True,good,True,good,False,False,False,False
above_good,71,True,104475000.0,234000000.0,234000000.0,1,10412,True,False,True,good,True,good,False,False,False,False
above_good,72,True,104475000.0,105000000.0,42000000.0,6,8982,True,False,True,good,False,bad,True,False,True,False
above_good,73,True,104475000.0,105000000.0,34500000.0,3,8914,True,False,True,good,False,bad,True,False,True,False
above_good,74,True,104475000.0,106920000.0,58500000.0,10,8358,True,False,True,good,False,bad,True,False,True,False
above_good,75,True,104475000.0,64350000.0,64350000.0,1,11484,True,False,False,bad,False,bad,False,False,False,False
above_good,76,True,104475000.0,115000000.0,119000000.0,10,9928,True,False,True,good,True,good,False,False,False,False
above_good,77,True,104475000.0,115000000.0,150000000.0,4,11926,True,False,True,good,True,good,False,False,False,False
above_good,78,True,104475000.0,105500000.0,345000000.0,12,9975,True,False,True,good,True,good,False,False,False,False
above_good,79,True,104475000.0,117000000.0,117000000.0,1,7943,True,False,True,good,True,good,False,False,False,False
