group,rollout,t,K,side,move,is_last
baseline[good=above],baseline/9,0,17,good,toward_bad,False
baseline[good=above],baseline/9,1,17,good,toward_bad,False
baseline[good=above],baseline/9,2,17,good,toward_good,False
baseline[good=above],baseline/9,3,17,good,toward_bad,False
baseline[good=above],baseline/9,4,17,good,toward_bad,False
baseline[good=above],baseline/9,5,17,good,toward_bad,False
baseline[good=above],baseline/9,6,17,good,toward_good,False
baseline[good=above],baseline/9,7,17,good,toward_bad,False
baseline[good=above],baseline/9,8,17,good,toward_good,False
baseline[good=above],baseline/9,9,17,good,toward_bad,False
baseline[good=above],baseline/9,10,17,good,toward_good,False
baseline[good=above],baseline/9,11,17,good,toward_good,False
baseline[good=above],baseline/9,12,17,good,toward_good,False
baseline[good=above],baseline/9,13,17,good,toward_bad,False
baseline[good=above],baseline/9,14,17,good,toward_good,False
baseline[good=above],baseline/9,15,17,good,toward_good,False
baseline[good=above],baseline/9,16,17,good,,True
baseline[good=below],baseline/9,0,17,bad,toward_good,False
baseline[good=below],baseline/9,1,17,bad,toward_good,False
baseline[good=below],baseline/9,2,17,bad,toward_bad,False
baseline[good=below],baseline/9,3,17,bad,toward_good,False
baseline[good=below],baseline/9,4,17,bad,toward_good,False
baseline[good=below],baseline/9,5,17,bad,toward_good,False
baseline[good=below],baseline/9,6,17,bad,toward_bad,False
baseline[good=below],baseline/9,7,17,bad,toward_good,False
baseline[good=below],baseline/9,8,17,bad,toward_bad,False
baseline[good=below],baseline/9,9,17,bad,toward_good,False
baseline[good=below],baseline/9,10,17,bad,toward_bad,False
baseline[good=below],baseline/9,11,17,bad,toward_bad,False
baseline[good=below],baseline/9,12,17,bad,toward_bad,False
baseline[good=below],baseline/9,13,17,bad,toward_good,False
baseline[good=below],baseline/9,14,17,bad,toward_bad,False
baseline[good=below],baseline/9,15,17,bad,toward_bad,False
baseline[good=below],baseline/9,16,17,bad,,True
baseline[good=above],baseline/10,0,13,good,toward_bad,False
baseline[good=above],baseline/10,1,13,good,toward_good,False
baseline[good=above],baseline/10,2,13,good,toward_bad,False
baseline[good=above],baseline/10,3,13,good,toward_good,False
baseline[good=above],baseline/10,4,13,good,toward_good,False
baseline[good=above],baseline/10,5,13,good,toward_bad,False
baseline[good=above],baseline/10,6,13,good,toward_good,False
baseline[good=above],baseline/10,7,13,good,toward_bad,False
baseline[good=above],baseline/10,8,13,good,toward_good,False
baseline[good=above],baseline/10,9,13,good,toward_bad,False
baseline[good=above],baseline/10,10,13,good,toward_bad,False
baseline[good=above],baseline/10,11,13,good,toward_good,False
baseline[good=above],baseline/10,12,13,good,,True
baseline[good=below],baseline/10,0,13,bad,toward_good,False
baseline[good=below],baseline/10,1,13,bad,toward_bad,False
baseline[good=below],baseline/10,2,13,bad,toward_good,False
baseline[good=below],baseline/10,3,13,bad,toward_bad,False
baseline[good=below],baseline/10,4,13,bad,toward_bad,False
baseline[good=below],baseline/10,5,13,bad,toward_good,False
baseline[good=below],baseline/10,6,13,bad,toward_bad,False
baseline[good=below],baseline/10,7,13,bad,toward_good,False
baseline[good=below],baseline/10,8,13,bad,toward_bad,False
baseline[good=below],baseline/10,9,13,bad,toward_good,False
baseline[good=below],baseline/10,10,13,bad,toward_good,False
baseline[good=below],baseline/10,11,13,bad,toward_bad,False
baseline[good=below],baseline/10,12,13,bad,,True
baseline[good=above],baseline/11,0,20,good,toward_bad,False
baseline[good=above],baseline/11,1,20,good,toward_good,False
baseline[good=above],baseline/11,2,20,good,toward_good,False
baseline[good=above],baseline/11,3,20,good,toward_bad,False
baseline[good=above],baseline/11,4,20,good,toward_bad,False
baseline[good=above],baseline/11,5,20,good,toward_good,False
baseline[good=above],baseline/11,6,20,good,toward_good,False
baseline[good=above],baseline/11,7,20,good,toward_bad,False
baseline[good=above],baseline/11,8,20,good,toward_good,False
baseline[good=above],baseline/11,9,20,good,toward_bad,False
baseline[good=above],baseline/11,10,20,good,toward_bad,False
baseline[good=above],baseline/11,11,20,good,toward_good,False
baseline[good=above],baseline/11,12,20,good,toward_bad,False
baseline[good=above],baseline/11,13,20,good,toward_good,False
baseline[good=above],baseline/11,14,20,good,toward_bad,False
baseline[good=above],baseline/11,15,20,good,toward_bad,False
baseline[good=above],baseline/11,16,20,good,toward_good,False
baseline[good=above],baseline/11,17,20,good,toward_bad,False
baseline[good=above],baseline/11,18,20,good,toward_good,False
baseline[good=above],baseline/11,19,20,good,,True
baseline[good=below],baseline/11,0,20,bad,toward_good,False
baseline[good=below],baseline/11,1,20,bad,toward_bad,False
baseline[good=below],baseline/11,2,20,bad,toward_bad,False
baseline[good=below],baseline/11,3,20,bad,toward_good,False
baseline[good=below],baseline/11,4,20,bad,toward_good,False
baseline[good=below],baseline/11,5,20,bad,toward_bad,False
baseline[good=below],baseline/11,6,20,bad,toward_bad,False
baseline[good=below],baseline/11,7,20,bad,toward_good,False
baseline[good=below],baseline/11,8,20,bad,toward_bad,False
baseline[good=below],baseline/11,9,20,bad,toward_good,False
baseline[good=below],baseline/11,10,20,bad,toward_good,False
baseline[good=below],baseline/11,11,20,bad,toward_bad,False
baseline[good=below],baseline/11,12,20,bad,toward_good,False
baseline[good=below],baseline/11,13,20,bad,toward_bad,False
baseline[good=below],baseline/11,14,20,bad,toward_good,False
baseline[good=below],baseline/11,15,20,bad,toward_good,False
baseline[good=below],baseline/11,16,20,bad,toward_bad,False
baseline[good=below],baseline/11,17,20,bad,toward_good,False
baseline[good=below],baseline/11,18,20,bad,toward_bad,False
baseline[good=below],baseline/11,19,20,bad,,True
baseline[good=above],baseline/12,0,1,good,,True
baseline[good=below],baseline/12,0,1,bad,,True
baseline[good=above],baseline/14,0,4,bad,toward_good,False
baseline[good=above],baseline/14,1,4,bad,toward_good,False
baseline[good=above],baseline/14,2,4,bad,toward_bad,False
baseline[good=above],baseline/14,3,4,bad,,True
baseline[good=below],baseline/14,0,4,good,toward_bad,False
baseline[good=below],baseline/14,1,4,good,toward_bad,False
baseline[good=below],baseline/14,2,4,good,toward_good,False
baseline[good=below],baseline/14,3,4,good,,True
baseline[good=above],baseline/15,0,4,good,toward_good,False
baseline[good=above],baseline/15,1,4,good,toward_bad,False
baseline[good=above],baseline/15,2,4,good,toward_good,False
baseline[good=above],baseline/15,3,4,good,,True
baseline[good=below],baseline/15,0,4,bad,toward_bad,False
baseline[good=below],baseline/15,1,4,bad,toward_good,False
baseline[good=below],baseline/15,2,4,bad,toward_bad,False
baseline[good=below],baseline/15,3,4,bad,,True
baseline[good=above],baseline/16,0,10,bad,toward_good,False
baseline[good=above],baseline/16,1,10,bad,toward_good,False
baseline[good=above],baseline/16,2,10,bad,toward_good,False
baseline[good=above],baseline/16,3,10,bad,toward_bad,False
baseline[good=above],baseline/16,4,10,bad,toward_good,False
baseline[good=above],baseline/16,5,10,bad,toward_bad,False
baseline[good=above],baseline/16,6,10,bad,toward_bad,False
baseline[good=above],baseline/16,7,10,bad,toward_good,False
baseline[good=above],baseline/16,8,10,bad,toward_good,False
baseline[good=above],baseline/16,9,10,bad,,True
baseline[good=below],baseline/16,0,10,good,toward_bad,False
baseline[good=below],baseline/16,1,10,good,toward_bad,False
baseline[good=below],baseline/16,2,10,good,toward_bad,False
baseline[good=below],baseline/16,3,10,good,toward_good,False
baseline[good=below],baseline/16,4,10,good,toward_bad,False
baseline[good=below],baseline/16,5,10,good,toward_good,False
baseline[good=below],baseline/16,6,10,good,toward_good,False
baseline[good=below],baseline/16,7,10,good,toward_bad,False
baseline[good=below],baseline/16,8,10,good,toward_bad,False
baseline[good=below],baseline/16,9,10,good,,True
baseline[good=above],baseline/18,0,12,good,toward_bad,False
baseline[good=above],baseline/18,1,12,good,toward_good,False
baseline[good=above],baseline/18,2,12,good,toward_bad,False
baseline[good=above],baseline/18,3,12,good,toward_bad,False
baseline[good=above],baseline/18,4,12,good,toward_good,False
baseline[good=above],baseline/18,5,12,good,toward_bad,False
baseline[good=above],baseline/18,6,12,good,toward_good,False
baseline[good=above],baseline/18,7,12,good,toward_bad,False
baseline[good=above],baseline/18,8,12,bad,toward_good,False
baseline[good=above],baseline/18,9,12,good,toward_bad,False
baseline[good=above],baseline/18,10,12,good,toward_good,False
baseline[good=above],baseline/18,11,12,good,,True
baseline[good=below],baseline/18,0,12,bad,toward_good,False
baseline[good=below],baseline/18,1,12,bad,toward_bad,False
baseline[good=below],baseline/18,2,12,bad,toward_good,False
baseline[good=below],baseline/18,3,12,bad,toward_good,False
baseline[good=below],baseline/18,4,12,bad,toward_bad,False
baseline[good=below],baseline/18,5,12,bad,toward_good,False
baseline[good=below],baseline/18,6,12,bad,toward_bad,False
baseline[good=below],baseline/18,7,12,bad,toward_good,False
baseline[good=below],baseline/18,8,12,good,toward_bad,False
baseline[good=below],baseline/18,9,12,bad,toward_good,False
baseline[good=below],baseline/18,10,12,bad,toward_bad,False
baseline[good=below],baseline/18,11,12,bad,,True
baseline[good=above],baseline/19,0,14,good,toward_bad,False
baseline[good=above],baseline/19,1,14,good,toward_bad,False
baseline[good=above],baseline/19,2,14,good,toward_good,False
baseline[good=above],baseline/19,3,14,good,toward_bad,False
baseline[good=above],baseline/19,4,14,good,toward_good,False
baseline[good=above],baseline/19,5,14,good,toward_bad,False
baseline[good=above],baseline/19,6,14,good,toward_good,False
baseline[good=above],baseline/19,7,14,good,toward_bad,False
baseline[good=above],baseline/19,8,14,good,toward_bad,False
baseline[good=above],baseline/19,9,14,good,toward_good,False
baseline[good=above],baseline/19,10,14,good,toward_good,False
baseline[good=above],baseline/19,11,14,good,toward_bad,False
baseline[good=above],baseline/19,12,14,good,toward_bad,False
baseline[good=above],baseline/19,13,14,good,,True
baseline[good=below],baseline/19,0,14,bad,toward_good,False
baseline[good=below],baseline/19,1,14,bad,toward_good,False
baseline[good=below],baseline/19,2,14,bad,toward_bad,False
baseline[good=below],baseline/19,3,14,bad,toward_good,False
baseline[good=below],baseline/19,4,14,bad,toward_bad,False
baseline[good=below],baseline/19,5,14,bad,toward_good,False
baseline[good=below],baseline/19,6,14,bad,toward_bad,False
baseline[good=below],baseline/19,7,14,bad,toward_good,False
baseline[good=below],baseline/19,8,14,bad,toward_good,False
baseline[good=below],baseline/19,9,14,bad,toward_bad,False
baseline[good=below],baseline/19,10,14,bad,toward_bad,False
baseline[good=below],baseline/19,11,14,bad,toward_good,False
baseline[good=below],baseline/19,12,14,bad,toward_good,False
baseline[good=below],baseline/19,13,14,bad,,True
baseline[good=above],baseline/20,0,9,bad,toward_good,False
baseline[good=above],baseline/20,1,9,bad,toward_good,False
baseline[good=above],baseline/20,2,9,bad,toward_good,False
baseline[good=above],baseline/20,3,9,bad,toward_bad,False
baseline[good=above],baseline/20,4,9,bad,toward_bad,False
baseline[good=above],baseline/20,5,9,bad,toward_good,False
baseline[good=above],baseline/20,6,9,bad,toward_bad,False
baseline[good=above],baseline/20,7,9,bad,toward_good,False
baseline[good=above],baseline/20,8,9,bad,,True
baseline[good=below],baseline/20,0,9,good,toward_bad,False
baseline[good=below],baseline/20,1,9,good,toward_bad,False
baseline[good=below],baseline/20,2,9,good,toward_bad,False
baseline[good=below],baseline/20,3,9,good,toward_good,False
baseline[good=below],baseline/20,4,9,good,toward_good,False
baseline[good=below],baseline/20,5,9,good,toward_bad,False
baseline[good=below],baseline/20,6,9,good,toward_good,False
baseline[good=below],baseline/20,7,9,good,toward_bad,False
baseline[good=below],baseline/20,8,9,good,,True
baseline[good=above],baseline/22,0,1,bad,,True
baseline[good=below],baseline/22,0,1,good,,True
baseline[good=above],baseline/23,0,3,good,toward_bad,False
baseline[good=above],baseline/23,1,3,good,toward_good,False
baseline[good=above],baseline/23,2,3,good,,True
baseline[good=below],baseline/23,0,3,bad,toward_good,False
baseline[good=below],baseline/23,1,3,bad,toward_bad,False
baseline[good=below],baseline/23,2,3,bad,,True
baseline[good=above],baseline/25,0,2,bad,toward_good,False
baseline[good=above],baseline/25,1,2,bad,,True
baseline[good=below],baseline/25,0,2,good,toward_bad,False
baseline[good=below],baseline/25,1,2,good,,True
baseline[good=above],baseline/26,0,18,bad,toward_bad,False
baseline[good=above],baseline/26,1,18,bad,toward_good,False
baseline[good=above],baseline/26,2,18,bad,toward_good,False
baseline[good=above],baseline/26,3,18,bad,toward_bad,False
baseline[good=above],baseline/26,4,18,bad,toward_good,False
baseline[good=above],baseline/26,5,18,bad,toward_good,False
baseline[good=above],baseline/26,6,18,bad,toward_bad,False
baseline[good=above],baseline/26,7,18,bad,toward_good,False
baseline[good=above],baseline/26,8,18,bad,toward_bad,False
baseline[good=above],baseline/26,9,18,bad,toward_bad,False
baseline[good=above],baseline/26,10,18,bad,toward_good,False
baseline[good=above],baseline/26,11,18,bad,toward_good,False
baseline[good=above],baseline/26,12,18,bad,toward_bad,False
baseline[good=above],baseline/26,13,18,bad,toward_good,False
baseline[good=above],baseline/26,14,18,bad,toward_good,False
baseline[good=above],baseline/26,15,18,bad,toward_bad,False
baseline[good=above],baseline/26,16,18,bad,toward_good,False
baseline[good=above],baseline/26,17,18,bad,,True
baseline[good=below],baseline/26,0,18,good,toward_good,False
baseline[good=below],baseline/26,1,18,good,toward_bad,False
baseline[good=below],baseline/26,2,18,good,toward_bad,False
baseline[good=below],baseline/26,3,18,good,toward_good,False
baseline[good=below],baseline/26,4,18,good,toward_bad,False
baseline[good=below],baseline/26,5,18,good,toward_bad,False
baseline[good=below],baseline/26,6,18,good,toward_good,False
baseline[good=below],baseline/26,7,18,good,toward_bad,False
baseline[good=below],baseline/26,8,18,good,toward_good,False
baseline[good=below],baseline/26,9,18,good,toward_good,False
baseline[good=below],baseline/26,10,18,good,toward_bad,False
baseline[good=below],baseline/26,11,18,good,toward_bad,False
baseline[good=below],baseline/26,12,18,good,toward_good,False
baseline[good=below],baseline/26,13,18,good,toward_bad,False
baseline[good=below],baseline/26,14,18,good,toward_bad,False
baseline[good=below],baseline/26,15,18,good,toward_good,False
baseline[good=below],baseline/26,16,18,good,toward_bad,False
baseline[good=below],baseline/26,17,18,good,,True
baseline[good=above],baseline/27,0,22,bad,toward_good,False
baseline[good=above],baseline/27,1,22,bad,toward_bad,False
baseline[good=above],baseline/27,2,22,bad,toward_good,False
baseline[good=above],baseline/27,3,22,bad,toward_good,False
baseline[good=above],baseline/27,4,22,bad,toward_bad,False
baseline[good=above],baseline/27,5,22,bad,toward_bad,False
baseline[good=above],baseline/27,6,22,bad,toward_good,False
baseline[good=above],baseline/27,7,22,bad,toward_bad,False
baseline[good=above],baseline/27,8,22,bad,toward_bad,False
baseline[good=above],baseline/27,9,22,bad,toward_bad,False
baseline[good=above],baseline/27,10,22,bad,toward_bad,False
baseline[good=above],baseline/27,11,22,bad,toward_good,False
baseline[good=above],baseline/27,12,22,bad,toward_bad,False
baseline[good=above],baseline/27,13,22,bad,toward_bad,False
baseline[good=above],baseline/27,14,22,bad,toward_bad,False
baseline[good=above],baseline/27,15,22,bad,toward_good,False
baseline[good=above],baseline/27,16,22,bad,toward_good,False
baseline[good=above],baseline/27,17,22,bad,toward_bad,False
baseline[good=above],baseline/27,18,22,bad,toward_good,False
baseline[good=above],baseline/27,19,22,bad,toward_bad,False
baseline[good=above],baseline/27,20,22,bad,toward_bad,False
baseline[good=above],baseline/27,21,22,bad,,True
baseline[good=below],baseline/27,0,22,good,toward_bad,False
baseline[good=below],baseline/27,1,22,good,toward_good,False
baseline[good=below],baseline/27,2,22,good,toward_bad,False
baseline[good=below],baseline/27,3,22,good,toward_bad,False
baseline[good=below],baseline/27,4,22,good,toward_good,False
baseline[good=below],baseline/27,5,22,good,toward_good,False
baseline[good=below],baseline/27,6,22,good,toward_bad,False
baseline[good=below],baseline/27,7,22,good,toward_good,False
baseline[good=below],baseline/27,8,22,good,toward_good,False
baseline[good=below],baseline/27,9,22,good,toward_good,False
baseline[good=below],baseline/27,10,22,good,toward_good,False
baseline[good=below],baseline/27,11,22,good,toward_bad,False
baseline[good=below],baseline/27,12,22,good,toward_good,False
baseline[good=below],baseline/27,13,22,good,toward_good,False
baseline[good=below],baseline/27,14,22,good,toward_good,False
baseline[good=below],baseline/27,15,22,good,toward_bad,False
baseline[good=below],baseline/27,16,22,good,toward_bad,False
baseline[good=below],baseline/27,17,22,good,toward_good,False
baseline[good=below],baseline/27,18,22,good,toward_bad,False
baseline[good=below],baseline/27,19,22,good,toward_good,False
baseline[good=below],baseline/27,20,22,good,toward_good,False
baseline[good=below],baseline/27,21,22,good,,True
baseline[good=above],baseline/29,0,1,bad,,True
baseline[good=below],baseline/29,0,1,good,,True
baseline[good=above],baseline/30,0,4,bad,toward_good,False
baseline[good=above],baseline/30,1,4,bad,toward_bad,False
baseline[good=above],baseline/30,2,4,bad,toward_bad,False
baseline[good=above],baseline/30,3,4,bad,,True
baseline[good=below],baseline/30,0,4,good,toward_bad,False
baseline[good=below],baseline/30,1,4,good,toward_good,False
baseline[good=below],baseline/30,2,4,good,toward_good,False
baseline[good=below],baseline/30,3,4,good,,True
baseline[good=above],baseline/31,0,10,good,toward_bad,False
baseline[good=above],baseline/31,1,10,good,toward_bad,False
baseline[good=above],baseline/31,2,10,good,toward_good,False
baseline[good=above],baseline/31,3,10,good,toward_good,False
baseline[good=above],baseline/31,4,10,good,toward_good,False
baseline[good=above],baseline/31,5,10,good,toward_bad,False
baseline[good=above],baseline/31,6,10,good,toward_bad,False
baseline[good=above],baseline/31,7,10,good,toward_bad,False
baseline[good=above],baseline/31,8,10,good,toward_good,False
baseline[good=above],baseline/31,9,10,good,,True
baseline[good=below],baseline/31,0,10,bad,toward_good,False
baseline[good=below],baseline/31,1,10,bad,toward_good,False
baseline[good=below],baseline/31,2,10,bad,toward_bad,False
baseline[good=below],baseline/31,3,10,bad,toward_bad,False
baseline[good=below],baseline/31,4,10,bad,toward_bad,False
baseline[good=below],baseline/31,5,10,bad,toward_good,False
baseline[good=below],baseline/31,6,10,bad,toward_good,False
baseline[good=below],baseline/31,7,10,bad,toward_good,False
baseline[good=below],baseline/31,8,10,bad,toward_bad,False
baseline[good=below],baseline/31,9,10,bad,,True
baseline[good=above],baseline/32,0,26,good,toward_bad,False
baseline[good=above],baseline/32,1,26,bad,toward_good,False
baseline[good=above],baseline/32,2,26,good,toward_bad,False
baseline[good=above],baseline/32,3,26,bad,toward_good,False
baseline[good=above],baseline/32,4,26,bad,toward_good,False
baseline[good=above],baseline/32,5,26,good,toward_bad,False
baseline[good=above],baseline/32,6,26,bad,toward_bad,False
baseline[good=above],baseline/32,7,26,bad,toward_good,False
baseline[good=above],baseline/32,8,26,bad,toward_good,False
baseline[good=above],baseline/32,9,26,good,toward_bad,False
baseline[good=above],baseline/32,10,26,bad,toward_good,False
baseline[good=above],baseline/32,11,26,good,toward_good,False
baseline[good=above],baseline/32,12,26,good,toward_bad,False
baseline[good=above],baseline/32,13,26,bad,toward_bad,False
baseline[good=above],baseline/32,14,26,bad,toward_good,False
baseline[good=above],baseline/32,15,26,bad,toward_good,False
baseline[good=above],baseline/32,16,26,bad,toward_bad,False
baseline[good=above],baseline/32,17,26,bad,toward_good,False
baseline[good=above],baseline/32,18,26,bad,toward_good,False
baseline[good=above],baseline/32,19,26,good,toward_bad,False
baseline[good=above],baseline/32,20,26,bad,toward_bad,False
baseline[good=above],baseline/32,21,26,bad,toward_good,False
baseline[good=above],baseline/32,22,26,bad,toward_bad,False
baseline[good=above],baseline/32,23,26,bad,toward_bad,False
baseline[good=above],baseline/32,24,26,bad,toward_good,False
baseline[good=above],baseline/32,25,26,bad,,True
baseline[good=below],baseline/32,0,26,bad,toward_good,False
baseline[good=below],baseline/32,1,26,good,toward_bad,False
baseline[good=below],baseline/32,2,26,bad,toward_good,False
baseline[good=below],baseline/32,3,26,good,toward_bad,False
baseline[good=below],baseline/32,4,26,good,toward_bad,False
baseline[good=below],baseline/32,5,26,bad,toward_good,False
baseline[good=below],baseline/32,6,26,good,toward_good,False
baseline[good=below],baseline/32,7,26,good,toward_bad,False
baseline[good=below],baseline/32,8,26,good,toward_bad,False
baseline[good=below],baseline/32,9,26,bad,toward_good,False
baseline[good=below],baseline/32,10,26,good,toward_bad,False
baseline[good=below],baseline/32,11,26,bad,toward_bad,False
baseline[good=below],baseline/32,12,26,bad,toward_good,False
baseline[good=below],baseline/32,13,26,good,toward_good,False
baseline[good=below],baseline/32,14,26,good,toward_bad,False
baseline[good=below],baseline/32,15,26,good,toward_bad,False
baseline[good=below],baseline/32,16,26,good,toward_good,False
baseline[good=below],baseline/32,17,26,good,toward_bad,False
baseline[good=below],baseline/32,18,26,good,toward_bad,False
baseline[good=below],baseline/32,19,26,bad,toward_good,False
baseline[good=below],baseline/32,20,26,good,toward_good,False
baseline[good=below],baseline/32,21,26,good,toward_bad,False
baseline[good=below],baseline/32,22,26,good,toward_good,False
baseline[good=below],baseline/32,23,26,good,toward_good,False
baseline[good=below],baseline/32,24,26,good,toward_bad,False
baseline[good=below],baseline/32,25,26,good,,True
baseline[good=above],baseline/33,0,5,good,toward_bad,False
baseline[good=above],baseline/33,1,5,good,toward_good,False
baseline[good=above],baseline/33,2,5,good,toward_good,False
baseline[good=above],baseline/33,3,5,good,toward_bad,False
baseline[good=above],baseline/33,4,5,good,,True
baseline[good=below],baseline/33,0,5,bad,toward_good,False
baseline[good=below],baseline/33,1,5,bad,toward_bad,False
baseline[good=below],baseline/33,2,5,bad,toward_bad,False
baseline[good=below],baseline/33,3,5,bad,toward_good,False
baseline[good=below],baseline/33,4,5,bad,,True
baseline[good=above],baseline/34,0,19,bad,toward_good,False
baseline[good=above],baseline/34,1,19,bad,toward_bad,False
baseline[good=above],baseline/34,2,19,bad,toward_good,False
baseline[good=above],baseline/34,3,19,bad,toward_good,False
baseline[good=above],baseline/34,4,19,bad,toward_bad,False
baseline[good=above],baseline/34,5,19,bad,toward_good,False
baseline[good=above],baseline/34,6,19,bad,toward_good,False
baseline[good=above],baseline/34,7,19,bad,toward_bad,False
baseline[good=above],baseline/34,8,19,bad,toward_good,False
baseline[good=above],baseline/34,9,19,bad,toward_good,False
baseline[good=above],baseline/34,10,19,bad,toward_good,False
baseline[good=above],baseline/34,11,19,bad,toward_good,False
baseline[good=above],baseline/34,12,19,bad,toward_bad,False
baseline[good=above],baseline/34,13,19,bad,toward_bad,False
baseline[good=above],baseline/34,14,19,bad,toward_good,False
baseline[good=above],baseline/34,15,19,bad,toward_bad,False
baseline[good=above],baseline/34,16,19,bad,toward_good,False
baseline[good=above],baseline/34,17,19,bad,toward_good,False
baseline[good=above],baseline/34,18,19,bad,,True
baseline[good=below],baseline/34,0,19,good,toward_bad,False
baseline[good=below],baseline/34,1,19,good,toward_good,False
baseline[good=below],baseline/34,2,19,good,toward_bad,False
baseline[good=below],baseline/34,3,19,good,toward_bad,False
baseline[good=below],baseline/34,4,19,good,toward_good,False
baseline[good=below],baseline/34,5,19,good,toward_bad,False
baseline[good=below],baseline/34,6,19,good,toward_bad,False
baseline[good=below],baseline/34,7,19,good,toward_good,False
baseline[good=below],baseline/34,8,19,good,toward_bad,False
baseline[good=below],baseline/34,9,19,good,toward_bad,False
baseline[good=below],baseline/34,10,19,good,toward_bad,False
baseline[good=below],baseline/34,11,19,good,toward_bad,False
baseline[good=below],baseline/34,12,19,good,toward_good,False
baseline[good=below],baseline/34,13,19,good,toward_good,False
baseline[good=below],baseline/34,14,19,good,toward_bad,False
baseline[good=below],baseline/34,15,19,good,toward_good,False
baseline[good=below],baseline/34,16,19,good,toward_bad,False
baseline[good=below],baseline/34,17,19,good,toward_bad,False
baseline[good=below],baseline/34,18,19,good,,True
baseline[good=above],baseline/35,0,1,good,,True
baseline[good=below],baseline/35,0,1,bad,,True
baseline[good=above],baseline/37,0,3,good,toward_good,False
baseline[good=above],baseline/37,1,3,good,toward_good,False
baseline[good=above],baseline/37,2,3,good,,True
baseline[good=below],baseline/37,0,3,bad,toward_bad,False
baseline[good=below],baseline/37,1,3,bad,toward_bad,False
baseline[good=below],baseline/37,2,3,bad,,True
baseline[good=above],baseline/38,0,6,good,toward_good,False
baseline[good=above],baseline/38,1,6,good,toward_bad,False
baseline[good=above],baseline/38,2,6,good,toward_bad,False
baseline[good=above],baseline/38,3,6,good,toward_good,False
baseline[good=above],baseline/38,4,6,good,toward_bad,False
baseline[good=above],baseline/38,5,6,good,,True
baseline[good=below],baseline/38,0,6,bad,toward_bad,False
baseline[good=below],baseline/38,1,6,bad,toward_good,False
baseline[good=below],baseline/38,2,6,bad,toward_good,False
baseline[good=below],baseline/38,3,6,bad,toward_bad,False
baseline[good=below],baseline/38,4,6,bad,toward_good,False
baseline[good=below],baseline/38,5,6,bad,,True
baseline[good=above],baseline/39,0,20,bad,toward_good,False
baseline[good=above],baseline/39,1,20,good,toward_good,False
baseline[good=above],baseline/39,2,20,good,toward_good,False
baseline[good=above],baseline/39,3,20,good,toward_bad,False
baseline[good=above],baseline/39,4,20,good,toward_bad,False
baseline[good=above],baseline/39,5,20,good,toward_good,False
