group,rollout,t,K,side,move,is_last
baseline[good=above],baseline/7,23,34,good,toward_bad,False
baseline[good=above],baseline/7,24,34,good,toward_good,False
baseline[good=above],baseline/7,25,34,good,toward_bad,False
baseline[good=above],baseline/7,26,34,good,toward_bad,False
baseline[good=above],baseline/7,27,34,good,toward_good,False
baseline[good=above],baseline/7,28,34,good,toward_good,False
baseline[good=above],baseline/7,29,34,good,toward_bad,False
baseline[good=above],baseline/7,30,34,good,toward_good,False
baseline[good=above],baseline/7,31,34,good,toward_bad,False
baseline[good=above],baseline/7,32,34,good,toward_good,False
baseline[good=above],baseline/7,33,34,good,,True
baseline[good=below],baseline/7,0,34,bad,toward_bad,False
baseline[good=below],baseline/7,1,34,bad,toward_good,False
baseline[good=below],baseline/7,2,34,bad,toward_good,False
baseline[good=below],baseline/7,3,34,good,toward_bad,False
baseline[good=below],baseline/7,4,34,bad,toward_good,False
baseline[good=below],baseline/7,5,34,bad,toward_bad,False
baseline[good=below],baseline/7,6,34,bad,toward_good,False
baseline[good=below],baseline/7,7,34,bad,toward_good,False
baseline[good=below],baseline/7,8,34,bad,toward_bad,False
baseline[good=below],baseline/7,9,34,bad,toward_good,False
baseline[good=below],baseline/7,10,34,bad,toward_good,False
baseline[good=below],baseline/7,11,34,bad,toward_bad,False
baseline[good=below],baseline/7,12,34,bad,toward_bad,False
baseline[good=below],baseline/7,13,34,bad,toward_bad,False
baseline[good=below],baseline/7,14,34,bad,toward_good,False
baseline[good=below],baseline/7,15,34,bad,toward_good,False
baseline[good=below],baseline/7,16,34,bad,toward_bad,False
baseline[good=below],baseline/7,17,34,bad,toward_bad,False
baseline[good=below],baseline/7,18,34,bad,toward_bad,False
baseline[good=below],baseline/7,19,34,bad,toward_bad,False
baseline[good=below],baseline/7,20,34,bad,toward_good,False
baseline[good=below],baseline/7,21,34,bad,toward_bad,False
baseline[good=below],baseline/7,22,34,bad,toward_good,False
baseline[good=below],baseline/7,23,34,bad,toward_good,False
baseline[good=below],baseline/7,24,34,bad,toward_bad,False
baseline[good=below],baseline/7,25,34,bad,toward_good,False
baseline[good=below],baseline/7,26,34,bad,toward_good,False
baseline[good=below],baseline/7,27,34,bad,toward_bad,False
baseline[good=below],baseline/7,28,34,bad,toward_bad,False
baseline[good=below],baseline/7,29,34,bad,toward_good,False
baseline[good=below],baseline/7,30,34,bad,toward_bad,False
baseline[good=below],baseline/7,31,34,bad,toward_good,False
baseline[good=below],baseline/7,32,34,bad,toward_bad,False
baseline[good=below],baseline/7,33,34,bad,,True
baseline[good=above],baseline/9,0,5,good,toward_good,False
baseline[good=above],baseline/9,1,5,good,toward_bad,False
baseline[good=above],baseline/9,2,5,good,toward_bad,False
baseline[good=above],baseline/9,3,5,good,toward_good,False
baseline[good=above],baseline/9,4,5,good,,True
baseline[good=below],baseline/9,0,5,bad,toward_bad,False
baseline[good=below],baseline/9,1,5,bad,toward_good,False
baseline[good=below],baseline/9,2,5,bad,toward_good,False
baseline[good=below],baseline/9,3,5,bad,toward_bad,False
baseline[good=below],baseline/9,4,5,bad,,True
baseline[good=above],baseline/12,0,5,bad,toward_good,False
baseline[good=above],baseline/12,1,5,bad,toward_good,False
baseline[good=above],baseline/12,2,5,bad,toward_bad,False
baseline[good=above],baseline/12,3,5,bad,toward_bad,False
baseline[good=above],baseline/12,4,5,bad,,True
baseline[good=below],baseline/12,0,5,good,toward_bad,False
baseline[good=below],baseline/12,1,5,good,toward_bad,False
baseline[good=below],baseline/12,2,5,good,toward_good,False
baseline[good=below],baseline/12,3,5,good,toward_good,False
baseline[good=below],baseline/12,4,5,good,,True
baseline[good=above],baseline/14,0,32,bad,toward_good,False
baseline[good=above],baseline/14,1,32,bad,toward_bad,False
baseline[good=above],baseline/14,2,32,bad,toward_good,False
baseline[good=above],baseline/14,3,32,bad,toward_good,False
baseline[good=above],baseline/14,4,32,bad,toward_good,False
baseline[good=above],baseline/14,5,32,bad,toward_bad,False
baseline[good=above],baseline/14,6,32,bad,toward_bad,False
baseline[good=above],baseline/14,7,32,bad,toward_good,False
baseline[good=above],baseline/14,8,32,bad,toward_good,False
baseline[good=above],baseline/14,9,32,bad,toward_good,False
baseline[good=above],baseline/14,10,32,bad,toward_bad,False
baseline[good=above],baseline/14,11,32,bad,toward_bad,False
baseline[good=above],baseline/14,12,32,bad,toward_bad,False
baseline[good=above],baseline/14,13,32,bad,toward_good,False
baseline[good=above],baseline/14,14,32,bad,toward_good,False
baseline[good=above],baseline/14,15,32,bad,toward_good,False
baseline[good=above],baseline/14,16,32,bad,toward_bad,False
baseline[good=above],baseline/14,17,32,bad,toward_good,False
baseline[good=above],baseline/14,18,32,bad,toward_bad,False
baseline[good=above],baseline/14,19,32,bad,toward_bad,False
baseline[good=above],baseline/14,20,32,bad,toward_good,False
baseline[good=above],baseline/14,21,32,bad,toward_bad,False
baseline[good=above],baseline/14,22,32,bad,toward_good,False
baseline[good=above],baseline/14,23,32,bad,toward_bad,False
baseline[good=above],baseline/14,24,32,bad,toward_bad,False
baseline[good=above],baseline/14,25,32,bad,toward_good,False
baseline[good=above],baseline/14,26,32,bad,toward_bad,False
baseline[good=above],baseline/14,27,32,bad,toward_good,False
baseline[good=above],baseline/14,28,32,bad,toward_good,False
baseline[good=above],baseline/14,29,32,bad,toward_bad,False
baseline[good=above],baseline/14,30,32,bad,toward_good,False
baseline[good=above],baseline/14,31,32,bad,,True
baseline[good=below],baseline/14,0,32,good,toward_bad,False
baseline[good=below],baseline/14,1,32,good,toward_good,False
baseline[good=below],baseline/14,2,32,good,toward_bad,False
baseline[good=below],baseline/14,3,32,good,toward_bad,False
baseline[good=below],baseline/14,4,32,good,toward_bad,False
baseline[good=below],baseline/14,5,32,good,toward_good,False
baseline[good=below],baseline/14,6,32,good,toward_good,False
baseline[good=below],baseline/14,7,32,good,toward_bad,False
baseline[good=below],baseline/14,8,32,good,toward_bad,False
baseline[good=below],baseline/14,9,32,good,toward_bad,False
baseline[good=below],baseline/14,10,32,good,toward_good,False
baseline[good=below],baseline/14,11,32,good,toward_good,False
baseline[good=below],baseline/14,12,32,good,toward_good,False
baseline[good=below],baseline/14,13,32,good,toward_bad,False
baseline[good=below],baseline/14,14,32,good,toward_bad,False
baseline[good=below],baseline/14,15,32,good,toward_bad,False
baseline[good=below],baseline/14,16,32,good,toward_good,False
baseline[good=below],baseline/14,17,32,good,toward_bad,False
baseline[good=below],baseline/14,18,32,good,toward_good,False
baseline[good=below],baseline/14,19,32,good,toward_good,False
baseline[good=below],baseline/14,20,32,good,toward_bad,False
baseline[good=below],baseline/14,21,32,good,toward_good,False
baseline[good=below],baseline/14,22,32,good,toward_bad,False
baseline[good=below],baseline/14,23,32,good,toward_good,False
baseline[good=below],baseline/14,24,32,good,toward_good,False
baseline[good=below],baseline/14,25,32,good,toward_bad,False
baseline[good=below],baseline/14,26,32,good,toward_good,False
baseline[good=below],baseline/14,27,32,good,toward_bad,False
baseline[good=below],baseline/14,28,32,good,toward_bad,False
baseline[good=below],baseline/14,29,32,good,toward_good,False
baseline[good=below],baseline/14,30,32,good,toward_bad,False
baseline[good=below],baseline/14,31,32,good,,True
baseline[good=above],baseline/16,0,47,good,toward_bad,False
baseline[good=above],baseline/16,1,47,good,toward_good,False
baseline[good=above],baseline/16,2,47,good,toward_bad,False
baseline[good=above],baseline/16,3,47,good,toward_good,False
baseline[good=above],baseline/16,4,47,good,toward_good,False
baseline[good=above],baseline/16,5,47,good,toward_bad,False
baseline[good=above],baseline/16,6,47,good,toward_good,False
baseline[good=above],baseline/16,7,47,good,toward_good,False
baseline[good=above],baseline/16,8,47,good,toward_good,False
baseline[good=above],baseline/16,9,47,good,toward_good,False
baseline[good=above],baseline/16,10,47,good,toward_bad,False
baseline[good=above],baseline/16,11,47,good,toward_bad,False
baseline[good=above],baseline/16,12,47,good,toward_good,False
baseline[good=above],baseline/16,13,47,good,toward_good,False
baseline[good=above],baseline/16,14,47,good,toward_good,False
baseline[good=above],baseline/16,15,47,good,toward_good,False
baseline[good=above],baseline/16,16,47,good,toward_bad,False
baseline[good=above],baseline/16,17,47,good,toward_good,False
baseline[good=above],baseline/16,18,47,good,toward_bad,False
baseline[good=above],baseline/16,19,47,good,toward_bad,False
baseline[good=above],baseline/16,20,47,good,toward_good,False
baseline[good=above],baseline/16,21,47,good,toward_good,False
baseline[good=above],baseline/16,22,47,good,toward_bad,False
baseline[good=above],baseline/16,23,47,good,toward_bad,False
baseline[good=above],baseline/16,24,47,good,toward_bad,False
baseline[good=above],baseline/16,25,47,good,toward_good,False
baseline[good=above],baseline/16,26,47,good,toward_good,False
baseline[good=above],baseline/16,27,47,good,toward_bad,False
baseline[good=above],baseline/16,28,47,good,toward_bad,False
baseline[good=above],baseline/16,29,47,good,toward_bad,False
baseline[good=above],baseline/16,30,47,good,toward_good,False
baseline[good=above],baseline/16,31,47,good,toward_bad,False
baseline[good=above],baseline/16,32,47,good,toward_good,False
baseline[good=above],baseline/16,33,47,good,toward_bad,False
baseline[good=above],baseline/16,34,47,good,toward_bad,False
baseline[good=above],baseline/16,35,47,good,toward_good,False
baseline[good=above],baseline/16,36,47,good,toward_good,False
baseline[good=above],baseline/16,37,47,good,toward_bad,False
baseline[good=above],baseline/16,38,47,good,toward_good,False
baseline[good=above],baseline/16,39,47,good,toward_bad,False
baseline[good=above],baseline/16,40,47,good,toward_bad,False
baseline[good=above],baseline/16,41,47,good,toward_good,False
baseline[good=above],baseline/16,42,47,good,toward_good,False
baseline[good=above],baseline/16,43,47,good,toward_good,False
baseline[good=above],baseline/16,44,47,good,toward_good,False
baseline[good=above],baseline/16,45,47,good,toward_bad,False
baseline[good=above],baseline/16,46,47,good,,True
baseline[good=below],baseline/16,0,47,bad,toward_good,False
baseline[good=below],baseline/16,1,47,bad,toward_bad,False
baseline[good=below],baseline/16,2,47,bad,toward_good,False
baseline[good=below],baseline/16,3,47,bad,toward_bad,False
baseline[good=below],baseline/16,4,47,bad,toward_bad,False
baseline[good=below],baseline/16,5,47,bad,toward_good,False
baseline[good=below],baseline/16,6,47,bad,toward_bad,False
baseline[good=below],baseline/16,7,47,bad,toward_bad,False
baseline[good=below],baseline/16,8,47,bad,toward_bad,False
baseline[good=below],baseline/16,9,47,bad,toward_bad,False
baseline[good=below],baseline/16,10,47,bad,toward_good,False
baseline[good=below],baseline/16,11,47,bad,toward_good,False
baseline[good=below],baseline/16,12,47,bad,toward_bad,False
baseline[good=below],baseline/16,13,47,bad,toward_bad,False
baseline[good=below],baseline/16,14,47,bad,toward_bad,False
baseline[good=below],baseline/16,15,47,bad,toward_bad,False
baseline[good=below],baseline/16,16,47,bad,toward_good,False
baseline[good=below],baseline/16,17,47,bad,toward_bad,False
baseline[good=below],baseline/16,18,47,bad,toward_good,False
baseline[good=below],baseline/16,19,47,bad,toward_good,False
baseline[good=below],baseline/16,20,47,bad,toward_bad,False
baseline[good=below],baseline/16,21,47,bad,toward_bad,False
baseline[good=below],baseline/16,22,47,bad,toward_good,False
baseline[good=below],baseline/16,23,47,bad,toward_good,False
baseline[good=below],baseline/16,24,47,bad,toward_good,False
baseline[good=below],baseline/16,25,47,bad,toward_bad,False
baseline[good=below],baseline/16,26,47,bad,toward_bad,False
baseline[good=below],baseline/16,27,47,bad,toward_good,False
baseline[good=below],baseline/16,28,47,bad,toward_good,False
baseline[good=below],baseline/16,29,47,bad,toward_good,False
baseline[good=below],baseline/16,30,47,bad,toward_bad,False
baseline[good=below],baseline/16,31,47,bad,toward_good,False
baseline[good=below],baseline/16,32,47,bad,toward_bad,False
baseline[good=below],baseline/16,33,47,bad,toward_good,False
baseline[good=below],baseline/16,34,47,bad,toward_good,False
baseline[good=below],baseline/16,35,47,bad,toward_bad,False
baseline[good=below],baseline/16,36,47,bad,toward_bad,False
baseline[good=below],baseline/16,37,47,bad,toward_good,False
baseline[good=below],baseline/16,38,47,bad,toward_bad,False
baseline[good=below],baseline/16,39,47,bad,toward_good,False
baseline[good=below],baseline/16,40,47,bad,toward_good,False
baseline[good=below],baseline/16,41,47,bad,toward_bad,False
baseline[good=below],baseline/16,42,47,bad,toward_bad,False
baseline[good=below],baseline/16,43,47,bad,toward_bad,False
baseline[good=below],baseline/16,44,47,bad,toward_bad,False
baseline[good=below],baseline/16,45,47,bad,toward_good,False
baseline[good=below],baseline/16,46,47,bad,,True
baseline[good=above],baseline/17,0,8,good,toward_bad,False
baseline[good=above],baseline/17,1,8,bad,toward_bad,False
baseline[good=above],baseline/17,2,8,bad,toward_good,False
baseline[good=above],baseline/17,3,8,good,toward_good,False
baseline[good=above],baseline/17,4,8,good,toward_bad,False
baseline[good=above],baseline/17,5,8,bad,toward_good,False
baseline[good=above],baseline/17,6,8,good,toward_bad,False
baseline[good=above],baseline/17,7,8,good,,True
baseline[good=below],baseline/17,0,8,bad,toward_good,False
baseline[good=below],baseline/17,1,8,good,toward_good,False
baseline[good=below],baseline/17,2,8,good,toward_bad,False
baseline[good=below],baseline/17,3,8,bad,toward_bad,False
baseline[good=below],baseline/17,4,8,bad,toward_good,False
baseline[good=below],baseline/17,5,8,good,toward_bad,False
baseline[good=below],baseline/17,6,8,bad,toward_good,False
baseline[good=below],baseline/17,7,8,bad,,True
baseline[good=above],baseline/18,0,1,good,,True
baseline[good=below],baseline/18,0,1,bad,,True
baseline[good=above],baseline/19,0,67,bad,toward_bad,False
baseline[good=above],baseline/19,1,67,bad,toward_good,False
baseline[good=above],baseline/19,2,67,bad,toward_bad,False
baseline[good=above],baseline/19,3,67,bad,toward_good,False
baseline[good=above],baseline/19,4,67,bad,toward_bad,False
baseline[good=above],baseline/19,5,67,bad,toward_bad,False
baseline[good=above],baseline/19,6,67,bad,toward_bad,False
baseline[good=above],baseline/19,7,67,bad,toward_bad,False
baseline[good=above],baseline/19,8,67,bad,toward_good,False
baseline[good=above],baseline/19,9,67,bad,toward_good,False
baseline[good=above],baseline/19,10,67,bad,toward_bad,False
baseline[good=above],baseline/19,11,67,bad,toward_bad,False
baseline[good=above],baseline/19,12,67,bad,toward_bad,False
baseline[good=above],baseline/19,13,67,bad,toward_good,False
baseline[good=above],baseline/19,14,67,bad,toward_bad,False
baseline[good=above],baseline/19,15,67,bad,toward_good,False
baseline[good=above],baseline/19,16,67,bad,toward_good,False
baseline[good=above],baseline/19,17,67,bad,toward_bad,False
baseline[good=above],baseline/19,18,67,bad,toward_good,False
baseline[good=above],baseline/19,19,67,bad,toward_bad,False
baseline[good=above],baseline/19,20,67,bad,toward_good,False
baseline[good=above],baseline/19,21,67,bad,toward_bad,False
baseline[good=above],baseline/19,22,67,bad,toward_good,False
baseline[good=above],baseline/19,23,67,bad,toward_bad,False
baseline[good=above],baseline/19,24,67,bad,toward_good,False
baseline[good=above],baseline/19,25,67,bad,toward_bad,False
baseline[good=above],baseline/19,26,67,bad,toward_good,False
baseline[good=above],baseline/19,27,67,bad,toward_bad,False
baseline[good=above],baseline/19,28,67,bad,toward_good,False
baseline[good=above],baseline/19,29,67,bad,toward_bad,False
baseline[good=above],baseline/19,30,67,bad,toward_good,False
baseline[good=above],baseline/19,31,67,bad,toward_bad,False
baseline[good=above],baseline/19,32,67,bad,toward_bad,False
baseline[good=above],baseline/19,33,67,bad,toward_good,False
baseline[good=above],baseline/19,34,67,bad,toward_bad,False
baseline[good=above],baseline/19,35,67,bad,toward_good,False
baseline[good=above],baseline/19,36,67,bad,toward_bad,False
baseline[good=above],baseline/19,37,67,bad,toward_bad,False
baseline[good=above],baseline/19,38,67,bad,toward_bad,False
baseline[good=above],baseline/19,39,67,bad,toward_bad,False
baseline[good=above],baseline/19,40,67,bad,toward_good,False
baseline[good=above],baseline/19,41,67,bad,toward_bad,False
baseline[good=above],baseline/19,42,67,bad,toward_bad,False
baseline[good=above],baseline/19,43,67,bad,toward_good,False
baseline[good=above],baseline/19,44,67,bad,toward_bad,False
baseline[good=above],baseline/19,45,67,bad,toward_good,False
baseline[good=above],baseline/19,46,67,bad,toward_good,False
baseline[good=above],baseline/19,47,67,bad,toward_good,False
baseline[good=above],baseline/19,48,67,bad,toward_good,False
baseline[good=above],baseline/19,49,67,bad,toward_bad,False
baseline[good=above],baseline/19,50,67,bad,toward_good,False
baseline[good=above],baseline/19,51,67,bad,toward_bad,False
baseline[good=above],baseline/19,52,67,bad,toward_good,False
baseline[good=above],baseline/19,53,67,bad,toward_good,False
baseline[good=above],baseline/19,54,67,bad,toward_bad,False
baseline[good=above],baseline/19,55,67,bad,toward_bad,False
baseline[good=above],baseline/19,56,67,bad,toward_good,False
baseline[good=above],baseline/19,57,67,bad,toward_good,False
baseline[good=above],baseline/19,58,67,bad,toward_good,False
baseline[good=above],baseline/19,59,67,bad,toward_bad,False
baseline[good=above],baseline/19,60,67,bad,toward_good,False
baseline[good=above],baseline/19,61,67,bad,toward_good,False
baseline[good=above],baseline/19,62,67,bad,toward_bad,False
baseline[good=above],baseline/19,63,67,bad,toward_good,False
baseline[good=above],baseline/19,64,67,bad,toward_bad,False
baseline[good=above],baseline/19,65,67,bad,toward_good,False
baseline[good=above],baseline/19,66,67,bad,,True
baseline[good=below],baseline/19,0,67,good,toward_good,False
baseline[good=below],baseline/19,1,67,good,toward_bad,False
baseline[good=below],baseline/19,2,67,good,toward_good,False
baseline[good=below],baseline/19,3,67,good,toward_bad,False
baseline[good=below],baseline/19,4,67,good,toward_good,False
baseline[good=below],baseline/19,5,67,good,toward_good,False
baseline[good=below],baseline/19,6,67,good,toward_good,False
baseline[good=below],baseline/19,7,67,good,toward_good,False
baseline[good=below],baseline/19,8,67,good,toward_bad,False
baseline[good=below],baseline/19,9,67,good,toward_bad,False
baseline[good=below],baseline/19,10,67,good,toward_good,False
baseline[good=below],baseline/19,11,67,good,toward_good,False
baseline[good=below],baseline/19,12,67,good,toward_good,False
baseline[good=below],baseline/19,13,67,good,toward_bad,False
baseline[good=below],baseline/19,14,67,good,toward_good,False
baseline[good=below],baseline/19,15,67,good,toward_bad,False
baseline[good=below],baseline/19,16,67,good,toward_bad,False
baseline[good=below],baseline/19,17,67,good,toward_good,False
baseline[good=below],baseline/19,18,67,good,toward_bad,False
baseline[good=below],baseline/19,19,67,good,toward_good,False
baseline[good=below],baseline/19,20,67,good,toward_bad,False
baseline[good=below],baseline/19,21,67,good,toward_good,False
baseline[good=below],baseline/19,22,67,good,toward_bad,False
baseline[good=below],baseline/19,23,67,good,toward_good,False
baseline[good=below],baseline/19,24,67,good,toward_bad,False
baseline[good=below],baseline/19,25,67,good,toward_good,False
baseline[good=below],baseline/19,26,67,good,toward_bad,False
baseline[good=below],baseline/19,27,67,good,toward_good,False
baseline[good=below],baseline/19,28,67,good,toward_bad,False
baseline[good=below],baseline/19,29,67,good,toward_good,False
baseline[good=below],baseline/19,30,67,good,toward_bad,False
baseline[good=below],baseline/19,31,67,good,toward_good,False
baseline[good=below],baseline/19,32,67,good,toward_good,False
baseline[good=below],baseline/19,33,67,good,toward_bad,False
baseline[good=below],baseline/19,34,67,good,toward_good,False
baseline[good=below],baseline/19,35,67,good,toward_bad,False
baseline[good=below],baseline/19,36,67,good,toward_good,False
