cond,i,good_above,threshold,final,first,K,tokens,traj_ok,has_error,final_above,final_side,first_above,first_side,crossed_up,crossed_down,crossed_to_good,crossed_to_bad
baseline,22,,104475000.0,48750000.0,50000000.0,18,7325,True,False,False,,False,,False,False,,
baseline,23,,104475000.0,11700000.0,12000000.0,20,6244,False,False,False,,False,,False,False,,
baseline,24,,104475000.0,42900000.0,42500000.0,9,8189,True,False,False,,False,,False,False,,
baseline,25,,104475000.0,115000000.0,115000000.0,17,5216,True,False,True,,True,,False,False,,
baseline,26,,104475000.0,23000000.0,23400000.0,1,6989,True,False,False,,False,,False,False,,
baseline,27,,104475000.0,100000000.0,100000000.0,17,8786,False,False,False,,False,,False,False,,
baseline,28,,104475000.0,50000000.0,50000000.0,1,8209,True,False,False,,False,,False,False,,
baseline,29,,104475000.0,44460000.0,42000000.0,11,7683,True,False,False,,False,,False,False,,
baseline,30,,104475000.0,63050000.0,105243.0,101,6909,False,False,False,,False,,False,False,,
baseline,31,,104475000.0,48000000.0,48000000.0,17,5545,True,False,False,,False,,False,False,,
baseline,32,,104475000.0,52650000.0,52650000.0,25,6550,True,False,False,,False,,False,False,,
baseline,33,,104475000.0,48500000.0,46800000.0,4,7257,True,False,False,,False,,False,False,,
baseline,34,,104475000.0,55000000.0,100000.0,29,7949,False,False,False,,False,,False,False,,
baseline,35,,104475000.0,55900000.0,72000000.0,26,8271,True,False,False,,False,,False,False,,
baseline,36,,104475000.0,65000000.0,64350000.0,10,4814,True,False,False,,False,,False,False,,
baseline,37,,104475000.0,37800000.0,38500000.0,31,5823,True,False,False,,False,,False,False,,
baseline,38,,104475000.0,35100000.0,40950000.0,17,4969,True,False,False,,False,,False,False,,
baseline,39,,104475000.0,120000000.0,100000000.0,7,7959,True,False,True,,False,,True,False,,
baseline,40,,104475000.0,10530000.0,10800000.0,30,6504,False,False,False,,False,,False,False,,
baseline,41,,104475000.0,345000000.0,345000000.0,1,7614,True,False,True,,True,,False,False,,
baseline,42,,104475000.0,117000000.0,100000.0,31,7529,False,False,True,,False,,True,False,,
baseline,43,,104475000.0,8500000.0,8800000.0,3,8007,False,False,False,,False,,False,False,,
baseline,44,,104475000.0,40950000.0,36000000.0,2,5558,True,False,False,,False,,False,False,,
baseline,45,,104475000.0,115000000.0,150000000.0,8,7261,True,False,True,,True,,False,False,,
baseline,46,,104475000.0,20475000.0,20000000.0,4,6710,True,False,False,,False,,False,False,,
baseline,47,,104475000.0,145000000.0,142500000.0,22,7165,True,False,True,,True,,False,False,,
baseline,48,,104475000.0,138000000.0,180000000.0,9,6530,True,False,True,,True,,False,False,,
baseline,49,,104475000.0,16000000.0,30000000.0,15,8494,True,False,False,,False,,False,False,,
baseline,50,,104475000.0,26500000.0,24000000.0,12,7548,True,False,False,,False,,False,False,,
baseline,51,,104475000.0,14625000.0,14625000.0,1,6632,True,False,False,,False,,False,False,,
baseline,52,,104475000.0,26000000.0,35400000.0,20,6347,True,False,False,,False,,False,False,,
baseline,53,,104475000.0,65000000.0,100000000.0,5,6869,True,False,False,,False,,False,False,,
baseline,54,,104475000.0,10000000.0,80000.0,28,6738,False,False,False,,False,,False,False,,
baseline,55,,104475000.0,172500000.0,240000000.0,14,5081,True,False,True,,True,,False,False,,
baseline,56,,104475000.0,35700000.0,30000000.0,3,6904,True,False,False,,False,,False,False,,
baseline,57,,104475000.0,140000000.0,120000000.0,3,11316,True,False,True,,True,,False,False,,
baseline,58,,104475000.0,23200000.0,30000000.0,28,6040,True,False,False,,False,,False,False,,
baseline,59,,104475000.0,150000000.0,165000000.0,29,8454,True,False,True,,True,,False,False,,
baseline,60,,104475000.0,72000000.0,69000000.0,29,7115,True,False,False,,False,,False,False,,
baseline,61,,104475000.0,119000000.0,120000000.0,7,6838,True,False,True,,True,,False,False,,
baseline,62,,104475000.0,184000000.0,184000000.0,1,8554,True,False,True,,True,,False,False,,
baseline,63,,104475000.0,16800000.0,117500.0,23,7940,False,False,False,,False,,False,False,,
baseline,64,,104475000.0,184800000.0,180000000.0,32,6572,True,False,True,,True,,False,False,,
baseline,65,,104475000.0,30000000.0,36000000.0,2,5831,True,False,False,,False,,False,False,,
baseline,66,,104475000.0,117000000.0,150000000.0,16,11242,True,False,True,,True,,False,False,,
baseline,67,,104475000.0,117000000.0,120000000.0,2,5538,True,False,True,,True,,False,False,,
baseline,68,,104475000.0,409500000.0,480000000.0,5,5392,True,False,True,,True,,False,False,,
baseline,69,,104475000.0,35100000.0,40950000.0,5,7755,True,False,False,,False,,False,False,,
baseline,70,,104475000.0,17550000.0,15750000.0,23,6265,True,False,False,,False,,False,False,,
baseline,71,,104475000.0,165000000.0,230000000.0,16,6502,True,False,True,,True,,False,False,,
baseline,72,,104475000.0,52650000.0,47600000.0,19,6550,True,False,False,,False,,False,False,,
baseline,73,,104475000.0,36050000.0,40000000.0,44,7917,False,False,False,,False,,False,False,,
baseline,74,,104475000.0,35000000.0,35000000.0,1,7394,True,False,False,,False,,False,False,,
baseline,75,,104475000.0,23500000.0,26250000.0,29,7772,True,False,False,,False,,False,False,,
baseline,76,,104475000.0,52000000.0,24000000.0,18,6919,True,False,False,,False,,False,False,,
baseline,77,,104475000.0,138000000.0,175500000.0,14,5369,True,False,True,,True,,False,False,,
baseline,78,,104475000.0,108000000.0,84000000.0,24,6342,True,False,True,,False,,True,False,,
baseline,79,,104475000.0,351000000.0,409500000.0,29,6164,True,False,True,,True,,False,False,,
baseline,80,,104475000.0,16380000.0,17550000.0,3,8149,True,False,False,,False,,False,False,,
baseline,81,,104475000.0,35000000.0,30000000.0,10,4805,True,False,False,,False,,False,False,,
baseline,82,,104475000.0,17250000.0,17250000.0,1,7010,True,False,False,,False,,False,False,,
baseline,83,,104475000.0,13800000.0,14625000.0,1,7642,True,False,False,,False,,False,False,,
baseline,84,,104475000.0,40000000.0,48000000.0,12,7536,True,False,False,,False,,False,False,,
baseline,85,,104475000.0,115000000.0,93600000.0,16,7291,True,False,True,,False,,True,False,,
baseline,86,,104475000.0,50000000.0,100000.0,34,6505,False,False,False,,False,,False,False,,
baseline,87,,104475000.0,24200000.0,28750000.0,8,8337,True,False,False,,False,,False,False,,
baseline,88,,104475000.0,117000000.0,175500000.0,7,7115,True,False,True,,True,,False,False,,
baseline,89,,104475000.0,49140000.0,30000000.0,36,6635,True,False,False,,False,,False,False,,
baseline,90,,104475000.0,122000000.0,120000000.0,15,8622,True,False,True,,True,,False,False,,
baseline,91,,104475000.0,11700000.0,14040000.0,18,5416,True,False,False,,False,,False,False,,
baseline,92,,104475000.0,23400000.0,23600000.0,26,6421,True,False,False,,False,,False,False,,
baseline,93,,104475000.0,15000000.0,18000000.0,19,7410,True,False,False,,False,,False,False,,
baseline,94,,104475000.0,50000000.0,120000.0,14,4608,False,False,False,,False,,False,False,,
baseline,95,,104475000.0,14000000.0,120000.0,42,7600,False,False,False,,False,,False,False,,
baseline,96,,104475000.0,125000000.0,129800000.0,17,5777,True,False,True,,True,,False,False,,
baseline,97,,104475000.0,14100000.0,13800000.0,20,6400,True,False,False,,False,,False,False,,
baseline,98,,104475000.0,30000000.0,100000.0,16,8606,False,False,False,,False,,False,False,,
baseline,99,,104475000.0,39750000.0,40000000.0,24,5143,True,False,False,,False,,False,False,,
below_good,0,False,104475000.0,103500000.0,103500000.0,1,6158,True,False,False,good,False,good,False,False,False,False
below_good,1,False,104475000.0,103250000.0,117000000.0,8,8943,True,False,False,good,True,bad,False,True,True,False
below_good,2,False,104475000.0,115000000.0,138000000.0,8,11272,True,False,True,bad,True,bad,False,False,False,False
below_good,3,False,104475000.0,103500000.0,103500000.0,1,8613,True,False,False,good,False,good,False,False,False,False
below_good,4,False,104475000.0,70800000.0,70800000.0,1,9075,True,False,False,good,False,good,False,False,False,False
below_good,5,False,104475000.0,100000000.0,100000000.0,8,10092,True,False,False,good,False,good,False,False,False,False
below_good,6,False,104475000.0,100000000.0,100000000.0,4,11337,True,False,False,good,False,good,False,False,False,False
below_good,7,False,104475000.0,103000000.0,100000000.0,3,10195,True,False,False,good,False,good,False,False,False,False
below_good,8,False,104475000.0,117000000.0,117000000.0,4,9762,True,False,True,bad,True,bad,False,False,False,False
below_good,9,False,104475000.0,69000000.0,69000000.0,30,9105,True,False,False,good,False,good,False,False,False,False
below_good,10,False,104475000.0,62000000.0,,0,6110,False,False,False,good,,,,,,
below_good,11,False,104475000.0,60250000.0,62500000.0,3,6279,True,False,False,good,False,good,False,False,False,False
below_good,12,False,104475000.0,52500000.0,52500000.0,1,8257,True,False,False,good,False,good,False,False,False,False
below_good,13,False,104475000.0,72200000.0,36000000.0,5,7494,True,False,False,good,False,good,False,False,False,False
below_good,14,False,104475000.0,103500000.0,120000.0,17,8784,False,False,False,good,False,good,False,False,False,False
below_good,15,False,104475000.0,92000000.0,66000000.0,27,8351,True,False,False,good,False,good,False,False,False,False
below_good,16,False,104475000.0,84700000.0,67500000.0,18,4368,True,False,False,good,False,good,False,False,False,False
below_good,17,False,104475000.0,120000000.0,480000000.0,17,9905,True,False,True,bad,True,bad,False,False,False,False
below_good,18,False,104475000.0,31250000.0,18000000.0,11,5080,True,False,False,good,False,good,False,False,False,False
below_good,19,False,104475000.0,97750000.0,92000000.0,2,8144,True,False,False,good,False,good,False,False,False,False
below_good,20,False,104475000.0,117000000.0,117000000.0,1,9478,True,False,True,bad,True,bad,False,False,False,False
below_good,21,False,104475000.0,195000000.0,195000000.0,1,9085,True,False,True,bad,True,bad,False,False,False,False
below_good,22,False,104475000.0,29250000.0,29250000.0,1,7806,True,False,False,good,False,good,False,False,False,False
below_good,23,False,104475000.0,58750000.0,58750000.0,1,8288,True,False,False,good,False,good,False,False,False,False
below_good,24,False,104475000.0,89250000.0,66000000.0,21,6674,True,False,False,good,False,good,False,False,False,False
below_good,25,False,104475000.0,100000000.0,90000000.0,9,9426,True,False,False,good,False,good,False,False,False,False
below_good,26,False,104475000.0,36000000.0,30000000.0,6,7273,True,False,False,good,False,good,False,False,False,False
below_good,27,False,104475000.0,93150000.0,94200000.0,10,5856,True,False,False,good,False,good,False,False,False,False
below_good,28,False,104475000.0,68250000.0,68250000.0,1,8903,True,False,False,good,False,good,False,False,False,False
below_good,29,False,104475000.0,96760000.0,96760000.0,1,7027,True,False,False,good,False,good,False,False,False,False
below_good,30,False,104475000.0,34515000.0,34515000.0,1,6818,True,False,False,good,False,good,False,False,False,False
below_good,31,False,104475000.0,115000000.0,115000000.0,1,8156,True,False,True,bad,True,bad,False,False,False,False
below_good,32,False,104475000.0,92000000.0,115000000.0,38,9150,True,False,False,good,True,bad,False,True,True,False
below_good,33,False,104475000.0,54328000.0,48800000.0,5,5718,True,False,False,good,False,good,False,False,False,False
below_good,34,False,104475000.0,97562000.0,117000000.0,4,9828,True,False,False,good,True,bad,False,True,True,False
below_good,35,False,104475000.0,82500000.0,82500000.0,1,8944,True,False,False,good,False,good,False,False,False,False
below_good,36,False,104475000.0,57500000.0,46800000.0,11,8234,True,False,False,good,False,good,False,False,False,False
below_good,37,False,104475000.0,84700000.0,40250000.0,21,8526,True,False,False,good,False,good,False,False,False,False
below_good,38,False,104475000.0,111150000.0,105300000.0,4,9420,True,False,True,bad,True,bad,False,False,False,False
below_good,39,False,104475000.0,100000000.0,100000000.0,9,8163,True,False,False,good,False,good,False,False,False,False
below_good,40,False,104475000.0,93600000.0,117000000.0,11,10419,True,False,False,good,True,bad,False,True,True,False
below_good,41,False,104475000.0,100000000.0,100000000.0,1,9617,True,False,False,good,False,good,False,False,False,False
below_good,42,False,104475000.0,28080000.0,23400000.0,4,6570,True,False,False,good,False,good,False,False,False,False
below_good,43,False,104475000.0,100000000.0,100000000.0,1,7220,True,False,False,good,False,good,False,False,False,False
below_good,44,False,104475000.0,85000000.0,72000000.0,19,6745,True,False,False,good,False,good,False,False,False,False
below_good,45,False,104475000.0,25300000.0,15000000.0,9,6792,True,False,False,good,False,good,False,False,False,False
below_good,46,False,104475000.0,92500000.0,,0,7312,False,False,False,good,,,,,,
below_good,47,False,104475000.0,35100000.0,35100000.0,1,6924,True,False,False,good,False,good,False,False,False,False
below_good,48,False,104475000.0,100000000.0,100000000.0,1,6632,True,False,False,good,False,good,False,False,False,False
below_good,49,False,104475000.0,102600000.0,115000000.0,27,10073,True,False,False,good,True,bad,False,True,True,False
below_good,50,False,104475000.0,14500000.0,14500000.0,1,6767,True,False,False,good,False,good,False,False,False,False
below_good,51,False,104475000.0,175000000.0,220000000.0,19,6635,True,False,True,bad,True,bad,False,False,False,False
below_good,52,False,104475000.0,60000000.0,60000000.0,9,7703,True,False,False,good,False,good,False,False,False,False
below_good,53,False,104475000.0,97200000.0,82500000.0,16,9226,True,False,False,good,False,good,False,False,False,False
below_good,54,False,104475000.0,8625000.0,6600000.0,5,7252,False,False,False,good,False,good,False,False,False,False
below_good,55,False,104475000.0,82250000.0,82250000.0,1,10010,True,False,False,good,False,good,False,False,False,False
below_good,56,False,104475000.0,117000000.0,117000000.0,10,9938,True,False,True,bad,True,bad,False,False,False,False
below_good,57,False,104475000.0,87750000.0,82250000.0,2,8257,True,False,False,good,False,good,False,False,False,False
below_good,58,False,104475000.0,100000000.0,100000000.0,1,9814,True,False,False,good,False,good,False,False,False,False
below_good,59,False,104475000.0,32500000.0,30000000.0,16,7456,True,False,False,good,False,good,False,False,False,False
below_good,60,False,104475000.0,99450000.0,99450000.0,1,7855,True,False,False,good,False,good,False,False,False,False
below_good,61,False,104475000.0,98000000.0,98000000.0,1,8126,True,False,False,good,False,good,False,False,False,False
below_good,62,False,104475000.0,103700000.0,360000000.0,22,8690,True,False,False,good,True,bad,False,True,True,False
below_good,63,False,104475000.0,86250000.0,69000000.0,24,5961,True,False,False,good,False,good,False,False,False,False
below_good,64,False,104475000.0,117000000.0,287500000.0,9,8694,True,False,True,bad,True,bad,False,False,False,False
below_good,65,False,104475000.0,20700000.0,15000000.0,20,6221,True,False,False,good,False,good,False,False,False,False
below_good,66,False,104475000.0,58450000.0,42000000.0,27,6686,True,False,False,good,False,good,False,False,False,False
below_good,67,False,104475000.0,40950000.0,40250000.0,6,6043,True,False,False,good,False,good,False,False,False,False
below_good,68,False,104475000.0,37500000.0,30000000.0,14,7217,True,False,False,good,False,good,False,False,False,False
below_good,69,False,104475000.0,40200000.0,99000.0,25,9808,False,False,False,good,False,good,False,False,False,False
below_good,70,False,104475000.0,93600000.0,58500000.0,33,7804,True,False,False,good,False,good,False,False,False,False
below_good,71,False,104475000.0,117000000.0,140400000.0,15,9085,True,False,True,bad,True,bad,False,False,False,False
below_good,72,False,104475000.0,93860800.0,93860800.0,12,9467,True,False,False,good,False,good,False,False,False,False
below_good,73,False,104475000.0,27000000.0,25000000.0,10,7719,True,False,False,good,False,good,False,False,False,False
below_good,74,False,104475000.0,117000000.0,176250000.0,10,9779,True,False,True,bad,True,bad,False,False,False,False
below_good,75,False,104475000.0,58500000.0,58750000.0,2,6667,True,False,False,good,False,good,False,False,False,False
below_good,76,False,104475000.0,11550000.0,11550000.0,1,7784,True,False,False,good,False,good,False,False,False,False
below_good,77,False,104475000.0,76050000.0,40950000.0,25,8331,True,False,False,good,False,good,False,False,False,False
below_good,78,False,104475000.0,103500000.0,103500000.0,1,8495,True,False,False,good,False,good,False,False,False,False
below_good,79,False,104475000.0,103500000.0,103500000.0,1,8069,True,False,False,good,False,good,False,False,False,False
below_good,80,False,104475000.0,58500000.0,58500000.0,4,8918,True,False,False,good,False,good,False,False,False,False
below_good,81,False,104475000.0,103500000.0,175500000.0,27,9117,True,False,False,good,True,bad,False,True,True,False
below_good,82,False,104475000.0,90000000.0,39000000.0,26,8380,True,False,False,good,False,good,False,False,False,False
below_good,83,False,104475000.0,85000000.0,85000000.0,1,7259,True,False,False,good,False,good,False,False,False,False
below_good,84,False,104475000.0,26250000.0,27225000.0,22,6863,True,False,False,good,False,good,False,False,False,False
below_good,85,False,104475000.0,195000000.0,300000000.0,8,5662,True,False,True,bad,True,bad,False,False,False,False
below_good,86,False,104475000.0,94000000.0,36000000.0,19,7082,True,False,False,good,False,good,False,False,False,False
below_good,87,False,104475000.0,99850000.0,100000000.0,1,9015,True,False,False,good,False,good,False,False,False,False
below_good,88,False,104475000.0,27600000.0,23400000.0,24,7853,False,False,False,good,False,good,False,False,False,False
below_good,89,False,104475000.0,103500000.0,103500000.0,1,12199,True,False,False,good,False,good,False,False,False,False
below_good,90,False,104475000.0,100000000.0,100000000.0,1,10032,True,False,False,good,False,good,False,False,False,False
below_good,91,False,104475000.0,100000000.0,117500.0,25,10720,False,False,False,good,False,good,False,False,False,False
below_good,92,False,104475000.0,95000000.0,100000000.0,2,9654,True,False,False,good,False,good,False,False,False,False
below_good,93,False,104475000.0,51750000.0,52650000.0,6,6790,True,False,False,good,False,good,False,False,False,False
below_good,94,False,104475000.0,120000000.0,200000000.0,22,7683,True,False,True,bad,True,bad,False,False,False,False
below_good,95,False,104475000.0,47970000.0,41400000.0,16,8656,True,False,False,good,False,good,False,False,False,False
below_good,96,False,104475000.0,58500000.0,120000.0,13,7997,False,False,False,good,False,good,False,False,False,False
below_good,97,False,104475000.0,41184000.0,11700000.0,28,7245,False,False,False,good,False,good,False,False,False,False
below_good,98,False,104475000.0,103400000.0,70200000.0,21,9189,True,False,False,good,False,good,False,False,False,False
below_good,99,False,104475000.0,46800000.0,40950000.0,5,8465,True,False,False,good,False,good,False,False,False,False
above_good,0,True,104475000.0,31625000.0,32000000.0,5,6032,True,False,False,bad,False,bad,False,False,False,False
above_good,1,True,104475000.0,105000000.0,96000000.0,11,7247,True,False,True,good,False,bad,True,False,True,False
above_good,2,True,104475000.0,15062500.0,13800000.0,15,6541,True,False,False,bad,False,bad,False,False,False,False
above_good,3,True,104475000.0,105000000.0,30000000.0,22,12201,True,False,True,good,False,bad,True,False,True,False
above_good,4,True,104475000.0,15680000.0,1164000.0,15,8763,False,False,False,bad,False,bad,False,False,False,False
above_good,5,True,104475000.0,108500000.0,40250000.0,13,9657,True,False,True,good,False,bad,True,False,True,False
above_good,6,True,104475000.0,112500000.0,110000000.0,6,8223,True,False,True,good,True,good,False,False,False,False
above_good,7,True,104475000.0,12000000.0,8625000.0,6,7458,False,False,False,bad,False,bad,False,False,False,False
above_good,8,True,104475000.0,109250000.0,11500000.0,41,10300,True,False,True,good,False,bad,True,False,True,False
above_good,9,True,104475000.0,105300000.0,40600000.0,2,8823,True,False,True,good,False,bad,True,False,True,False
above_good,10,True,104475000.0,46800000.0,46800000.0,1,8261,True,False,False,bad,False,bad,False,False,False,False
above_good,11,True,104475000.0,105300000.0,57500000.0,4,8254,True,False,True,good,False,bad,True,False,True,False
above_good,12,True,104475000.0,117500000.0,117500000.0,1,6996,True,False,True,good,True,good,False,False,False,False
above_good,13,True,104475000.0,58250000.0,23400000.0,26,9065,True,False,False,bad,False,bad,False,False,False,False
above_good,14,True,104475000.0,105300000.0,105300000.0,1,7570,True,False,True,good,True,good,False,False,False,False
above_good,15,True,104475000.0,117000000.0,110000000.0,4,7957,True,False,True,good,True,good,False,False,False,False
above_good,16,True,104475000.0,11400000.0,15000000.0,3,4359,True,False,False,bad,False,bad,False,False,False,False
above_good,17,True,104475000.0,22876000.0,25000000.0,9,5449,True,False,False,bad,False,bad,False,False,False,False
above_good,18,True,104475000.0,110000000.0,97000000.0,6,8024,True,False,True,good,False,bad,True,False,True,False
above_good,19,True,104475000.0,12000000.0,7800000.0,15,6549,False,False,False,bad,False,bad,False,False,False,False
above_good,20,True,104475000.0,16965000.0,12930500.0,8,8186,True,False,False,bad,False,bad,False,False,False,False
above_good,21,True,104475000.0,115000000.0,115200000.0,23,8448,True,False,True,good,True,good,False,False,False,False
above_good,22,True,104475000.0,105000000.0,92700000.0,20,6200,True,False,True,good,False,bad,True,False,True,False
above_good,23,True,104475000.0,105300000.0,,0,10654,False,False,True,good,,,,,,
above_good,24,True,104475000.0,112500000.0,138000000.0,20,8113,True,False,True,good,True,good,False,False,False,False
above_good,25,True,104475000.0,105000000.0,105000000.0,1,9199,True,False,True,good,True,good,False,False,False,False
above_good,26,True,104475000.0,47800000.0,47000000.0,7,9588,True,False,False,bad,False,bad,False,False,False,False
above_good,27,True,104475000.0,105300000.0,105300000.0,1,10253,True,False,True,good,True,good,False,False,False,False
above_good,28,True,104475000.0,105000000.0,17550000.0,13,8266,False,False,True,good,False,bad,True,False,True,False
above_good,29,True,104475000.0,117000000.0,117000000.0,4,7915,True,False,True,good,True,good,False,False,False,False
above_good,30,True,104475000.0,117000000.0,120000000.0,2,5666,True,False,True,good,True,good,False,False,False,False
above_good,31,True,104475000.0,105300000.0,94400000.0,29,8720,True,False,True,good,False,bad,True,False,True,False
above_good,32,True,104475000.0,105000000.0,72000000.0,2,7199,True,False,True,good,False,bad,True,False,True,False
above_good,33,True,104475000.0,58500000.0,62500000.0,13,5653,True,False,False,bad,False,bad,False,False,False,False
above_good,34,True,104475000.0,117000000.0,117000000.0,1,6413,True,False,True,good,True,good,False,False,False,False
above_good,35,True,104475000.0,105500000.0,107500000.0,2,9562,True,False,True,good,True,good,False,False,False,False
above_good,36,True,104475000.0,104720000.0,57000000.0,15,7460,True,False,True,good,False,bad,True,False,True,False
above_good,37,True,104475000.0,32850000.0,32850000.0,8,9573,True,False,False,bad,False,bad,False,False,False,False
above_good,38,True,104475000.0,117500000.0,117500000.0,8,9120,True,False,True,good,True,good,False,False,False,False
above_good,39,True,104475000.0,117000000.0,117000000.0,3,9422,True,False,True,good,True,good,False,False,False,False
above_good,40,True,104475000.0,105300000.0,105300000.0,1,6701,True,False,True,good,True,good,False,False,False,False
above_good,41,True,104475000.0,105600000.0,18000000.0,8,4142,True,False,True,good,False,bad,True,False,True,False
above_good,42,True,104475000.0,105000000.0,115000000.0,21,10189,True,False,True,good,True,good,False,False,False,False
above_good,43,True,104475000.0,104500000.0,100000000.0,3,9801,True,False,True,good,False,bad,True,False,True,False
above_good,44,True,104475000.0,105000000.0,96000000.0,25,7807,True,False,True,good,False,bad,True,False,True,False
above_good,45,True,104475000.0,105300000.0,105300000.0,1,8933,True,False,True,good,True,good,False,False,False,False
above_good,46,True,104475000.0,125484000.0,125000000.0,13,8215,True,False,True,good,True,good,False,False,False,False
above_good,47,True,104475000.0,105300000.0,105300000.0,1,7365,True,False,True,good,True,good,False,False,False,False
above_good,48,True,104475000.0,115000000.0,138000000.0,15,8452,True,False,True,good,True,good,False,False,False,False
above_good,49,True,104475000.0,105000000.0,105300000.0,2,7245,True,False,True,good,True,good,False,False,False,False
above_good,50,True,104475000.0,108000000.0,96000000.0,21,7096,True,False,True,good,False,bad,True,False,True,False
above_good,51,True,104475000.0,104920000.0,66000000.0,5,7146,True,False,True,good,False,bad,True,False,True,False
above_good,52,True,104475000.0,104500000.0,104500000.0,1,8418,True,False,True,good,True,good,False,False,False,False
above_good,53,True,104475000.0,93760000.0,30000000.0,37,11109,True,False,False,bad,False,bad,False,False,False,False
above_good,54,True,104475000.0,96000000.0,90000000.0,9,6843,True,False,False,bad,False,bad,False,False,False,False
above_good,55,True,104475000.0,112000000.0,105300000.0,3,7103,True,False,True,good,True,good,False,False,False,False
above_good,56,True,104475000.0,105000000.0,30000000.0,19,10527,True,False,True,good,False,bad,True,False,True,False
above_good,57,True,104475000.0,330000000.0,330000000.0,5,7987,True,False,True,good,True,good,False,False,False,False
above_good,58,True,104475000.0,105000000.0,40250000.0,2,9015,True,False,True,good,False,bad,True,False,True,False
above_good,59,True,104475000.0,115000000.0,110000000.0,6,9859,True,False,True,good,True,good,False,False,False,False
above_good,60,True,104475000.0,135000000.0,243750000.0,25,8454,True,False,True,good,True,good,False,False,False,False
above_good,61,True,104475000.0,59055000.0,44000000.0,26,8670,True,False,False,bad,False,bad,False,False,False,False
above_good,62,True,104475000.0,105300000.0,105300000.0,1,9039,True,False,True,good,True,good,False,False,False,False
above_good,63,True,104475000.0,45000000.0,50000000.0,2,7621,True,False,False,bad,False,bad,False,False,False,False
above_good,64,True,104475000.0,58500000.0,58500000.0,23,9066,True,False,False,bad,False,bad,False,False,False,False
above_good,65,True,104475000.0,105000000.0,105000000.0,1,7148,True,False,True,good,True,good,False,False,False,False
above_good,66,True,104475000.0,120000000.0,30000000.0,18,8976,True,False,True,good,False,bad,True,False,True,False
above_good,67,True,104475000.0,56160000.0,36000000.0,24,7060,True,False,False,bad,False,bad,False,False,False,False
above_good,68,True,104475000.0,115000000.0,105300000.0,2,7677,True,False,True,good,True,good,False,False,False,False
above_good,69,True,104475000.0,125000000.0,,0,4400,False,False,True,good,,,,,,
above_good,70,True,104475000.0,56000000.0,56000000.0,1,10686,True,False,False,bad,False,bad,False,False,False,False
above_good,71,True,104475000.0,117000000.0,117000000.0,4,10030,True,False,True,good,True,good,False,False,False,False
above_good,72,True,104475000.0,105000000.0,100000000.0,2,11431,True,False,True,good,False,bad,True,False,True,False
above_good,73,True,104475000.0,117000000.0,117000000.0,4,8740,True,False,True,good,True,good,False,False,False,False
above_good,74,True,104475000.0,298520000.0,300000000.0,15,6905,True,False,True,good,True,good,False,False,False,False
above_good,75,True,104475000.0,105300000.0,117000000.0,9,7429,True,False,True,good,True,good,False,False,False,False
above_good,76,True,104475000.0,14500000.0,12000000.0,5,8155,True,False,False,bad,False,bad,False,False,False,False
above_good,77,True,104475000.0,127800000.0,100000.0,26,7903,False,False,True,good,False,bad,True,False,True,False
above_good,78,True,104475000.0,234128000.0,175596000.0,2,7064,True,False,True,good,True,good,False,False,False,False
above_good,79,True,104475000.0,104500000.0,104500000.0,1,6721,True,False,True,good,True,good,False,False,False,False
